
NOTICE: Existing SQLite export found: profiles/gan_profile.sqlite
        It is assumed file was previously exported from: profiles/gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)    Category                                                 Operation                                              
      0.8       88,629,088        637     139,135.1     138,688.0     126,688      148,480       2,393.9  CUDA_KERNEL  triton_red_fused_convolution_backward_14                                                            
      0.8       88,538,490        637     138,992.9     138,720.0     126,047      143,712       2,149.4  CUDA_KERNEL  triton_red_fused_convolution_backward_91                                                            
      0.8       88,296,445          1  88,296,445.0  88,296,445.0  88,296,445   88,296,445           0.0  CUDA_API     cudaProfilerStop                                                                                    
      0.7       80,676,098        384     210,094.0     197,263.5     194,272      241,695      17,958.5  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_83                                                             
      0.7       76,740,880        747     102,732.1      99,839.0      91,264      122,048       7,438.3  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_16                                                             
      0.6       73,502,096     46,935       1,566.0       1,370.0         920      530,756       4,841.7  CUDA_API     cudaEventCreateWithFlags                                                                            
      0.6       64,958,680        426     152,485.2      67,733.0      57,283   20,371,017   1,111,192.3  CUDA_API     cuModuleLoad                                                                                        
      0.5       58,107,462        531     109,430.2     107,488.0      96,255      120,224       4,980.0  CUDA_KERNEL  triton_red_fused_convolution_backward_1                                                             
      0.5       52,502,494        191     274,882.2     275,071.0     251,807      278,399       2,473.1  CUDA_KERNEL  triton_red_fused_leaky_relu_leaky_relu_backward_mul_sum_87                                          
      0.4       48,553,260         31   1,566,234.2     912,605.0      19,511    4,749,953   1,670,820.3  CUDA_API     cuLibraryLoadData                                                                                   
      0.4       45,683,318        531      86,032.6      85,920.0      75,680       87,840       1,002.8  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_21                                                             
      0.4       43,174,606         16   2,698,412.9   1,459,351.5       1,780    9,740,537   2,968,251.3  CUDA_API     cudaFree                                                                                            
      0.4       41,504,133         93     446,281.0     246,652.0      11,691    5,566,083     641,473.3  CUDA_API     cudaMalloc                                                                                          
      0.3       29,999,544        532      56,390.1      53,440.0      47,424       63,520       4,578.7  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_46                             
      0.2       26,290,769         55     478,014.0     215,743.0       5,888    1,714,843     640,390.7  CUDA_KERNEL  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.2       24,540,219        531      46,215.1      46,432.0      41,184       48,320       1,344.8  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_27                                                             
      0.2       21,085,913          3   7,028,637.7  10,219,591.0     376,728   10,489,594   5,762,304.4  CUDA_API     cudaGraphInstantiateWithFlags_v11040                                                                
      0.2       20,034,875     47,254         424.0         380.0         260       31,021         651.5  CUDA_API     cudaStreamIsCapturing_v10000                                                                        
      0.2       19,062,132         42     453,860.3      34,431.5      17,972    7,296,417   1,219,508.9  CUDA_API     cuLibraryUnload                                                                                     
      0.2       18,447,603     46,933         393.1         340.0         300      108,746         799.3  CUDA_API     cudaEventDestroy                                                                                    
      0.1       16,421,524        531      30,925.7      29,088.0      28,480       34,656       2,488.0  CUDA_KERNEL  triton_poi_fused__to_copy_cat_57                                                                    
      0.1       12,971,286        129     100,552.6      15,231.0       2,624    2,610,040     292,585.5  CUDA_KERNEL  void cudnn::engines_precompiled::nchwToNhwcKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)0, (bo…
      0.1       12,310,372          6   2,051,728.7   2,043,699.5   2,012,179    2,129,344      42,981.9  CUDA_API     cudaGetDeviceProperties_v2_v12000                                                                   
      0.1       10,296,448         22     468,020.4     467,838.5     466,430      470,398       1,065.0  CUDA_KERNEL  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1        9,098,605         18     505,478.1       2,115.0         740    5,816,165   1,453,339.0  CUDA_API     cuKernelGetFunction                                                                                 
      0.1        6,459,244         11     587,204.0     587,102.0     586,558      588,094         500.1  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.1        6,455,211         11     586,837.4     586,686.0     586,078      588,734         793.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.0        5,655,116        128      44,180.6       4,070.0       2,440      532,047      80,224.6  CUDA_API     cudaStreamCreateWithPriority                                                                        
      0.0        5,227,313          4   1,306,828.3   1,486,123.5     457,471    1,797,595     637,731.1  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize32x128x32_stage4_w…
      0.0        4,652,940         20     232,647.0     229,071.0     117,786      427,371      90,949.8  CUDA_API     cudaGraphLaunch_v10000                                                                              
      0.0        4,424,630         55      80,447.8       7,552.0       1,568      295,007     113,749.9  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::Te…
      0.0        4,392,594         11     399,326.7     399,263.0     398,527      400,158         589.7  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorItera…
      0.0        4,373,010         11     397,546.4     397,727.0     396,767      398,207         436.1  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch…
      0.0        3,962,036         61      64,951.4      13,952.0       2,144      808,062     174,580.6  CUDA_KERNEL  void cudnn::engines_precompiled::nhwcToNchwKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)1, (bo…
      0.0        3,922,773         11     356,615.7     356,511.0     356,415      357,791         393.0  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        3,825,812        198      19,322.3       7,930.5       1,040    1,823,420     129,834.8  CUDA_API     cudaLaunchKernelExC_v11060                                                                          
      0.0        2,798,998          1   2,798,998.0   2,798,998.0   2,798,998    2,798,998           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_90                                                 
      0.0        2,687,192         80      33,589.9      35,439.5      18,912       36,736       5,433.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        2,402,554         11     218,414.0     218,336.0     217,183      219,743         752.3  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.0        2,374,392          1   2,374,392.0   2,374,392.0   2,374,392    2,374,392           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_256x128_64x3_nt_align2>(T1::Params)  
      0.0        2,156,600          1   2,156,600.0   2,156,600.0   2,156,600    2,156,600           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_37                             
      0.0        2,015,080          3     671,693.3     239,852.0      21,342    1,753,886     943,553.1  CUDA_API     cudaGraphExecDestroy_v10000                                                                         
      0.0        1,867,230        960       1,945.0       1,952.0       1,440        2,560          99.5  CUDA_KERNEL  triton_poi_fused__to_copy_20                                                                        
      0.0        1,851,931          5     370,386.2     148,736.0     148,256    1,256,636     495,428.9  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroupsize1x1…
      0.0        1,834,522          1   1,834,522.0   1,834,522.0   1,834,522    1,834,522           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_91                                                            
      0.0        1,659,929        425       3,905.7       3,904.0       3,520        4,512         130.5  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_54                                                   
      0.0        1,603,802        849       1,889.0       1,888.0       1,568        2,528          99.9  CUDA_KERNEL  triton_poi_fused__to_copy_13                                                                        
      0.0        1,533,916        637       2,408.0       2,176.0       1,664        3,264         401.5  CUDA_KERNEL  triton_poi_fused__to_copy_29                                                                        
      0.0        1,491,806         32      46,618.9       4,000.0       2,870      193,750      71,572.9  CUDA_API     cudaStreamCreateWithFlags                                                                           
      0.0        1,444,161          4     361,040.3      23,881.0      13,831    1,382,568     681,036.5  CUDA_API     cudaHostAlloc                                                                                       
      0.0        1,372,667          1   1,372,667.0   1,372,667.0   1,372,667    1,372,667           0.0  CUDA_KERNEL  sm80_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4…
      0.0        1,285,052        425       3,023.7       3,008.0       2,720        3,520         107.9  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_65                                                   
      0.0        1,245,662        638       1,952.4       1,920.0       1,568        2,528         102.2  CUDA_KERNEL  triton_poi_fused__to_copy_28                                                                        
      0.0        1,202,142        637       1,887.2       1,888.0       1,472        2,400         113.6  CUDA_KERNEL  triton_poi_fused__to_copy_82                                                                        
      0.0        1,201,466        637       1,886.1       1,888.0       1,472        2,528         100.6  CUDA_KERNEL  triton_poi_fused__to_copy_84                                                                        
      0.0        1,190,717        642       1,854.7       1,824.0       1,536        3,680         159.1  CUDA_KERNEL  triton_poi_fused__to_copy_22                                                                        
      0.0        1,155,998        637       1,814.8       1,824.0       1,408        2,112         126.8  CUDA_KERNEL  triton_poi_fused__to_copy_94                                                                        
      0.0        1,154,172        637       1,811.9       1,792.0       1,440        2,528         107.4  CUDA_KERNEL  triton_poi_fused__to_copy_25                                                                        
      0.0        1,139,323        425       2,680.8       2,687.0       2,304        3,232          82.5  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_79                                                   
      0.0        1,132,831        637       1,778.4       1,760.0       1,472        2,240         128.9  CUDA_KERNEL  triton_poi_fused__to_copy_81                                                                        
      0.0        1,129,116          1   1,129,116.0   1,129,116.0   1,129,116    1,129,116           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_89                                                 
      0.0        1,113,882        637       1,748.6       1,760.0       1,536        2,560         125.1  CUDA_KERNEL  triton_poi_fused__to_copy_93                                                                        
      0.0        1,113,695        638       1,745.6       1,728.0       1,472        2,176         103.8  CUDA_KERNEL  triton_poi_fused__to_copy_9                                                                         
      0.0        1,084,030        637       1,701.8       1,728.0       1,344        2,112         109.4  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_36                                                            
      0.0        1,054,077          1   1,054,077.0   1,054,077.0   1,054,077    1,054,077           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_128x64_64x3_tn_align2>(T1::Params)        
      0.0          990,239        532       1,861.4       1,856.0       1,472        2,784          95.0  CUDA_KERNEL  triton_poi_fused__to_copy_17                                                                        
      0.0          971,548        532       1,826.2       1,824.0       1,472        2,432         100.3  CUDA_KERNEL  triton_poi_fused__to_copy_7                                                                         
      0.0          968,861          1     968,861.0     968,861.0     968,861      968,861           0.0  CUDA_KERNEL  triton_poi_fused__to_copy_cat_43                                                                    
      0.0          946,462        533       1,775.7       1,728.0       1,472        2,656         119.4  CUDA_KERNEL  triton_poi_fused__to_copy_4                                                                         
      0.0          925,275         22      42,058.0      35,132.0       2,960      198,940      44,112.5  CUDA_API     cuLaunchKernelEx                                                                                    
      0.0          860,890        532       1,618.2       1,632.0       1,376        2,240         131.7  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_1                                                             
      0.0          851,518         64      13,305.0       1,152.0         704      498,654      65,392.2  MEMORY_OPER  [CUDA memset]                                                                                       
      0.0          794,590        425       1,869.6       1,824.0       1,600        2,336         118.2  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_2                                                    
      0.0          769,066        113       6,805.9       5,040.0         360       31,352       6,395.0  CUDA_API     cudaMemsetAsync                                                                                     
      0.0          764,287        435       1,757.0       1,760.0       1,344        2,208         125.5  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_7                                                             
      0.0          752,158        435       1,729.1       1,760.0       1,344        2,176         123.1  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_13                                                            
      0.0          748,093          1     748,093.0     748,093.0     748,093      748,093           0.0  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgrou…
      0.0          741,662          1     741,662.0     741,662.0     741,662      741,662           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_44                                                 
      0.0          724,221         10      72,422.1      57,984.0      27,072      118,943      41,060.9  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_warpgroup…
      0.0          693,502          1     693,502.0     693,502.0     693,502      693,502           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_8                                                              
      0.0          659,070        319       2,066.1       2,048.0       1,792        2,720          96.1  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_90                                                   
      0.0          623,742         22      28,351.9      28,288.0      26,848       30,368       1,232.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          623,679         22      28,349.0      31,760.0      18,624       36,672       7,655.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          564,798          4     141,199.5     140,943.0     140,544      142,368         810.0  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1…
      0.0          543,006         22      24,682.1      24,592.0      17,984       31,455       6,335.5  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          524,190        321       1,633.0       1,632.0       1,344        2,176         120.6  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_5                                                             
      0.0          516,640         22      23,483.6      23,456.0      22,656       24,448         616.5  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          477,535         22      21,706.1      21,760.0      21,152       22,368         296.8  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          464,989          8      58,123.6      65,135.5      30,240       71,648      16,924.6  CUDA_KERNEL  void cudnn::cnn::reduce_wgrad_nchw_helper<float, __nv_bfloat16>(void *, const void *, T1, int, int) 
      0.0          446,814          1     446,814.0     446,814.0     446,814      446,814           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_89                                                             
      0.0          429,886          1     429,886.0     429,886.0     429,886      429,886           0.0  CUDA_KERNEL  nvjet_tst_256x128_64x4_2x1_v_bz_coopA_NNT                                                           
      0.0          417,215          1     417,215.0     417,215.0     417,215      417,215           0.0  CUDA_KERNEL  nvjet_tss_64x128_64x8_1x1_v_ssched_bz_TNN                                                           
      0.0          411,487          4     102,871.8     102,880.0     101,856      103,871         863.2  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_75                                                            
      0.0          389,279          1     389,279.0     389,279.0     389,279      389,279           0.0  CUDA_KERNEL  nvjet_tst_512x64_64x2_2x1_v_bz_coopB_NTN                                                            
      0.0          387,039        287       1,348.6       1,344.0       1,120        2,080         162.3  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0          369,919          2     184,959.5     184,959.5     166,368      203,551      26,292.4  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_256x64_32x4_tn_align2>(T1::Params)        
      0.0          367,742          3     122,580.7      81,279.0      30,240      256,223     118,517.7  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0          365,503          1     365,503.0     365,503.0     365,503      365,503           0.0  CUDA_KERNEL  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_cgasize1x1x1_warpgroupsize1x1x1_aligna4…
      0.0          351,039          1     351,039.0     351,039.0     351,039      351,039           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_12                                                             
      0.0          335,839          1     335,839.0     335,839.0     335,839      335,839           0.0  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_pixel_shuffle_86               
      0.0          305,518      1,257         243.1         200.0          70        7,631         338.4  CUDA_API     cuGetProcAddress_v2                                                                                 
      0.0          297,438          2     148,719.0     148,719.0     137,663      159,775      15,635.5  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_wa…
      0.0          297,279          1     297,279.0     297,279.0     297,279      297,279           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_128x64_64x3_nt_align2>(T1::Params)   
      0.0          282,111          1     282,111.0     282,111.0     282,111      282,111           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_47                             
      0.0          271,293         38       7,139.3       7,185.0         300       31,271       6,324.5  CUDA_API     cuLibraryGetKernel                                                                                  
      0.0          268,863          1     268,863.0     268,863.0     268,863      268,863           0.0  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_88                                                              
      0.0          261,886          4      65,471.5      65,583.0      64,800       65,920         476.6  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_83                                                 
      0.0          252,704         85       2,973.0       2,432.0       1,792        5,408       1,223.2  CUDA_KERNEL  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0          242,382          2     121,191.0     121,191.0     104,995      137,387      22,904.6  CUDA_API     cuModuleLoadData                                                                                    
      0.0          238,239          1     238,239.0     238,239.0     238,239      238,239           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_45                                                            
      0.0          212,654        419         507.5         420.0         270        1,610         228.7  CUDA_API     cudaStreamGetCaptureInfo_v2_v11030                                                                  
      0.0          211,742         11      19,249.3      19,360.0      17,888       19,936         598.4  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          207,711          1     207,711.0     207,711.0     207,711      207,711           0.0  CUDA_KERNEL  triton_poi_fused__to_copy_cat_49                                                                    
      0.0          203,648         48       4,242.7       2,656.0       2,432       39,840       7,042.7  MEMORY_OPER  [CUDA memcpy Device-to-Host]                                                                        
      0.0          202,208          6      33,701.3      39,040.0      22,304       39,360       8,402.9  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgrou…
      0.0          199,775          1     199,775.0     199,775.0     199,775      199,775           0.0  CUDA_KERNEL  triton_poi_fused_cat_81                                                                             
      0.0          195,808         11      17,800.7      17,568.0      17,088       20,960       1,063.5  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          195,711          1     195,711.0     195,711.0     195,711      195,711           0.0  CUDA_KERNEL  triton_poi_fused_pixel_shuffle_92                                                                   
      0.0          194,320          3      64,773.3      50,713.0       3,860      139,747      69,026.0  CUDA_API     cudaGraphDestroy_v10000                                                                             
      0.0          187,551          1     187,551.0     187,551.0     187,551      187,551           0.0  CUDA_KERNEL  nvjet_tst_256x128_64x4_1x2_h_bz_coopA_NNT                                                           
      0.0          187,295          1     187,295.0     187,295.0     187,295      187,295           0.0  CUDA_KERNEL  nvjet_tss_64x128_64x8_1x2_h_bz_TNN                                                                  
      0.0          172,032          5      34,406.4      34,336.0      34,240       34,688         177.3  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgrou…
      0.0          159,871          1     159,871.0     159,871.0     159,871      159,871           0.0  CUDA_KERNEL  nvjet_tst_384x64_64x3_2x1_v_bz_coopB_NTN                                                            
      0.0          159,199          1     159,199.0     159,199.0     159,199      159,199           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_50                                                 
      0.0          158,176          1     158,176.0     158,176.0     158,176      158,176           0.0  CUDA_KERNEL  triton_poi_fused_add_leaky_relu_backward_73                                                         
      0.0          156,800          1     156,800.0     156,800.0     156,800      156,800           0.0  CUDA_KERNEL  nvjet_tss_192x64_64x6_1x1_v_bz_TNT                                                                  
      0.0          154,527          1     154,527.0     154,527.0     154,527      154,527           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_85                                                            
      0.0          144,287          5      28,857.4      28,736.0      28,735       29,184         195.3  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgroupsize1x…
      0.0          144,191          5      28,838.2      28,671.0      28,576       29,280         302.4  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgroupsize1x…
      0.0          143,488          1     143,488.0     143,488.0     143,488      143,488           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_80                             
      0.0          142,783          1     142,783.0     142,783.0     142,783      142,783           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_82                                                 
      0.0          137,696          1     137,696.0     137,696.0     137,696      137,696           0.0  CUDA_KERNEL  nvjet_tst_128x192_64x5_2x1_v_bz_coopB_NTN                                                           
      0.0          132,512          1     132,512.0     132,512.0     132,512      132,512           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_51                                                            
      0.0          131,968          5      26,393.6      26,400.0      25,824       26,976         483.4  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_warpgroup…
      0.0          131,487          1     131,487.0     131,487.0     131,487      131,487           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::fu…
      0.0          127,071          1     127,071.0     127,071.0     127,071      127,071           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::fu…
      0.0          126,112         11      11,464.7      11,136.0      10,720       13,312         766.9  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          123,520          4      30,880.0      30,592.0      29,504       32,832       1,657.0  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x…
      0.0          122,687         11      11,153.4      11,168.0      10,751       11,584         228.0  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          115,647          1     115,647.0     115,647.0     115,647      115,647           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_23                                                             
      0.0          114,495          4      28,623.8      25,871.5      24,800       37,952       6,266.9  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize32x128x32_stage4_w…
      0.0          104,287          1     104,287.0     104,287.0     104,287      104,287           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_60                                                            
      0.0           83,168          1      83,168.0      83,168.0      83,168       83,168           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_77                                                             
      0.0           78,016          1      78,016.0      78,016.0      78,016       78,016           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_62                             
