
NOTICE: Existing SQLite export found: profiles/gan_profile.sqlite
        It is assumed file was previously exported from: profiles/gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)    Category                                                 Operation                                              
      0.6      217,839,196        891     244,488.4     215,135.0     208,319     369,150      46,852.9  CUDA_KERNEL  triton_poi_fused__to_copy_cat_49                                                                    
      0.6      215,171,095      1,573     136,790.3     108,635.0      58,302  15,327,467     624,973.5  CUDA_API     cuModuleLoad                                                                                        
      0.6      206,027,831      1,198     171,976.5      28,576.0       8,191   2,970,288     381,831.8  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.6      203,360,250        817     248,911.0     139,775.0     127,168   1,634,456     348,360.5  CUDA_KERNEL  triton_red_fused_convolution_backward_14                                                            
      0.6      203,354,045        815     249,514.2     139,935.0     126,495   1,712,568     356,258.2  CUDA_KERNEL  triton_red_fused_convolution_backward_91                                                            
      0.6      202,866,760        935     216,969.8     207,743.0     198,783     306,494      28,725.2  CUDA_KERNEL  triton_poi_fused_pixel_shuffle_92                                                                   
      0.5      182,940,148        185     988,865.7     979,643.0     967,451   1,027,227      18,215.0  CUDA_KERNEL  triton_poi_fused__to_copy_cat_43                                                                    
      0.5      179,180,364      1,133     158,146.8      57,120.0      42,944   3,614,957     491,974.9  CUDA_KERNEL  triton_red_fused_convolution_backward_18                                                            
      0.5      179,057,981        212     844,613.1     728,684.0     695,036   1,190,425     164,841.6  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_8                                                              
      0.5      164,333,350        350     469,523.9     455,245.5     448,318     506,685      22,401.2  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_89                                                             
      0.5      163,653,235        366     447,140.0     392,862.0     386,014     676,477      89,023.8  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_88                             
      0.5      162,266,413        392     413,944.9     364,222.0     363,262     581,757      70,874.2  CUDA_KERNEL  triton_poi_fused_cat_84                                                                             
      0.5      162,169,375        400     405,423.4     370,910.5     353,406     479,421      48,799.5  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_12                                                             
      0.5      160,592,931        714     224,920.1     204,831.0     200,831     335,230      41,628.2  CUDA_KERNEL  triton_poi_fused_cat_81                                                                             
      0.4      151,279,013    292,372         517.4         469.0         260     142,967         838.5  CUDA_API     cudaStreamIsCapturing_v10000                                                                        
      0.4      146,739,426      1,753      83,707.6      61,504.0      45,695     492,861      80,025.2  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_pixel_shuffle_79               
      0.4      136,222,283      1,189     114,568.8      44,736.0      33,120     841,019     200,268.9  CUDA_KERNEL  triton_red_fused_convolution_backward_24                                                            
      0.4      133,900,592      2,985      44,857.8      15,231.0       2,304   2,623,378     136,150.7  CUDA_KERNEL  void cudnn::engines_precompiled::nchwToNhwcKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)0, (bo…
      0.4      126,472,287    291,009         434.6         380.0         300     475,583       1,277.5  CUDA_API     cudaEventDestroy                                                                                    
      0.4      123,690,758        743     166,474.8     166,719.0     163,039     167,967         786.5  CUDA_KERNEL  triton_poi_fused_add_leaky_relu_backward_73                                                         
      0.4      122,270,313      1,664      73,479.8      53,504.0      42,848     365,758      66,114.4  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_75                                                              
      0.3      117,269,412        531     220,846.4     217,407.0     214,335     228,862       5,058.0  CUDA_KERNEL  triton_poi_fused_pixel_unshuffle_0                                                                  
      0.3      113,523,072      1,234      91,996.0      26,400.0      19,936     608,252     161,316.1  CUDA_KERNEL  triton_red_fused__to_copy_convolution_backward_29                                                   
      0.3      101,289,023        122     830,237.9     780,012.0     773,852     954,587      71,234.2  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_3                                                              
      0.3       91,167,162        853     106,878.3     100,096.0      92,159     122,496       9,463.2  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_16                                                             
      0.3       90,493,769      1,489      60,774.9      52,127.0       2,208     956,539      57,295.6  CUDA_KERNEL  triton_                                                                                             
      0.3       86,847,459      1,335      65,054.3      12,800.0      10,784     348,414     105,546.3  CUDA_KERNEL  triton_red_fused_convolution_backward_71                                                            
      0.2       84,505,252      1,591      53,114.6      41,280.0      37,216      96,992      20,214.5  CUDA_KERNEL  triton_red_fused_leaky_relu_leaky_relu_backward_mul_sum_74                                          
      0.2       81,104,003        386     210,114.0     197,215.0     194,111     241,535      18,062.1  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_83                                                             
      0.2       75,932,582      1,604      47,339.5      14,048.0       2,144     814,204     108,559.7  CUDA_KERNEL  void cudnn::engines_precompiled::nhwcToNchwKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)1, (bo…
      0.2       73,106,722         95     769,544.4     389,229.0       3,580  10,853,448   1,545,120.5  CUDA_API     cudaMalloc                                                                                          
      0.2       65,864,182        743      88,646.3      86,016.0      81,344     106,816       7,016.7  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_76                                                             
      0.2       65,816,433        743      88,582.0      86,047.0      81,791     106,463       6,925.6  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_77                                                             
      0.2       63,164,977      1,591      39,701.4      31,904.0      22,207      88,575      19,669.2  CUDA_KERNEL  triton_poi_fused__to_copy_cat_64                                                                    
      0.2       58,089,599        531     109,396.6     107,519.0      96,639     120,095       4,975.0  CUDA_KERNEL  triton_red_fused_convolution_backward_1                                                             
      0.2       56,904,341        637      89,331.8      86,175.0      75,616     107,104       7,465.1  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_21                                                             
      0.2       56,560,757        247     228,990.9     141,855.0     108,959   1,213,561     258,618.9  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1…
      0.2       55,642,489      1,591      34,973.3      10,624.0       7,424     159,391      50,358.9  CUDA_KERNEL  triton_red_fused__to_copy_convolution_backward_38                                                   
      0.2       53,074,636         12   4,422,886.3   4,422,921.0   4,422,441   4,423,337         259.8  CUDA_KERNEL  void implicit_convolve_sgemm<__nv_bfloat16, __nv_bfloat16, (int)1024, (int)5, (int)5, (int)3, (int)…
      0.1       48,903,215        105     465,744.9     347,135.0     345,342     646,365     146,688.2  CUDA_KERNEL  void cutlass::Kernel2<cutlass_75_tensorop_bf16_s1688gemm_bf16_64x64_tn_align1>(T1::Params)          
      0.1       46,653,864        743      62,791.2      59,584.0      54,432      84,159       9,060.9  CUDA_KERNEL  triton_poi_fused_cat_76                                                                             
      0.1       46,560,140        640      72,750.2      68,896.0      63,775      92,704       8,767.7  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_83                                                 
      0.1       39,321,558        638      61,632.5      54,175.5      47,616      88,384      12,492.7  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_46                             
      0.1       37,587,527        110     341,704.8     298,910.0     298,366     413,982      53,881.3  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_128x64_64x3_tn_align2>(T1::Params)   
      0.1       35,180,747      1,599      22,001.7       6,879.0       3,616      99,775      30,594.2  CUDA_KERNEL  triton_red_fused_convolution_backward_32                                                            
      0.1       32,282,121        214     150,851.0     151,055.0     131,807     169,023      16,051.9  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_256x64_32x4_nn_align2>(T1::Params)   
      0.1       30,942,218        637      48,574.9      46,943.0      41,600      60,992       5,435.4  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_27                                                             
      0.1       30,610,332      1,600      19,131.5       6,496.0       3,871      83,648      25,700.0  CUDA_KERNEL  triton_red_fused_convolution_backward_42                                                            
      0.1       30,149,748      1,273      23,684.0      21,536.0      15,968      38,688       6,257.4  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_37                                                             
      0.1       30,145,706         46     655,341.4      36,937.0      17,961   5,063,806   1,277,233.9  CUDA_API     cuLibraryLoadData                                                                                   
      0.1       27,714,187         64     433,034.2     432,990.0     427,902     435,518       1,305.6  CUDA_KERNEL  nvjet_tst_256x128_64x4_2x1_v_bz_coopA_NNT                                                           
      0.1       27,581,142        743      37,121.3      35,583.0      31,551      50,592       5,575.8  CUDA_KERNEL  triton_poi_fused_cat_72                                                                             
      0.1       26,351,797         55     479,123.6     216,575.0       6,016   1,716,856     641,661.1  CUDA_KERNEL  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.1       23,916,678          1  23,916,678.0  23,916,678.0  23,916,678  23,916,678           0.0  CUDA_API     cudaProfilerStop                                                                                    
      0.1       23,069,797        849      27,172.9       6,816.0       3,232     159,679      50,145.5  CUDA_KERNEL  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_49                                          
      0.1       21,686,820        637      34,045.2      30,016.0      28,800      48,639       6,650.7  CUDA_KERNEL  triton_poi_fused__to_copy_cat_57                                                                    
      0.1       21,502,702        955      22,515.9      21,472.0      20,224      30,848       2,645.8  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_69                                                             
      0.1       20,406,194         42     485,861.8     474,045.5     473,597     500,765      13,365.6  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_tn_align2>(T1::Par…
      0.1       20,155,090        108     186,621.2     186,527.0     184,287     189,855         925.3  CUDA_KERNEL  nvjet_tst_256x128_64x4_1x2_h_bz_coopA_NNT                                                           
      0.1       19,194,370        214      89,693.3      89,871.5      45,920     133,375      43,310.2  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_64x128_64x3_nn_align2>(T1::Params)   
      0.1       18,683,039      1,636      11,420.0       9,630.5       2,620     118,395       8,278.5  CUDA_API     cuLaunchKernelEx                                                                                    
      0.1       18,308,133         16   1,144,258.3   1,143,962.5   1,139,451   1,148,666       2,604.6  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4…
      0.1       18,185,353      1,273      14,285.4      11,744.0       7,872      36,608       7,331.9  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_61                                                              
      0.0       16,389,013      2,489       6,584.6       5,401.0         380     301,384       7,586.1  CUDA_API     cudaMemsetAsync                                                                                     
      0.0       15,735,209      1,167      13,483.5      13,312.0       8,000      16,576         956.1  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_62                                                             
      0.0       15,355,188        849      18,086.2       8,512.0       4,096      80,799      23,634.4  CUDA_KERNEL  triton_per_fused_leaky_relu_leaky_relu_backward_mul_sum_60                                          
      0.0       14,659,122        107     137,001.1     136,896.0     135,456     139,711         886.7  CUDA_KERNEL  nvjet_tst_384x64_64x3_2x1_v_ssched_bz_coopB_NNN                                                     
      0.0       14,383,155         51     282,022.6      40,602.0      17,991   3,157,608     608,993.4  CUDA_API     cuLibraryUnload                                                                                     
      0.0       13,098,175        637      20,562.3      20,192.0      17,792      23,008       1,004.9  CUDA_KERNEL  triton_poi_fused_add_leaky_relu_backward_56                                                         
      0.0       13,077,571        955      13,693.8      13,504.0       8,064      16,768       1,064.4  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_35                                                             
      0.0       13,031,241          6   2,171,873.5   2,089,388.0   1,956,072   2,522,768     219,653.0  CUDA_API     cudaGetDeviceProperties_v2_v12000                                                                   
      0.0       12,735,917      1,741       7,315.3       4,840.0         840   1,797,704      44,353.3  CUDA_API     cudaLaunchKernelExC_v11060                                                                          
      0.0       12,694,193        955      13,292.3      12,160.0      11,712      19,136       2,267.3  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_52                                                 
      0.0       12,385,980        160      77,412.4       6,544.0       1,920   1,357,593     200,800.7  CUDA_KERNEL  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0       12,119,278         22     550,876.3     565,656.0       2,081   1,500,311     353,760.2  CUDA_API     cudaFree                                                                                            
      0.0       11,398,445        540      21,108.2      19,968.0      17,504      29,632       3,873.6  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgroupsize1x…
      0.0       11,219,908      1,167       9,614.3       9,344.0       5,024      13,760       1,181.4  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_73                             
      0.0       10,894,272      1,167       9,335.3       6,848.0       4,576      19,360       4,434.8  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_50                                                              
      0.0       10,314,572         22     468,844.2     468,766.0     466,269     472,030       1,421.8  CUDA_KERNEL  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0       10,108,592        743      13,605.1      13,408.0       7,967      16,480       1,045.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_63                                                             
      0.0       10,073,650        131      76,898.1      64,447.0      63,488      91,296      13,471.2  CUDA_KERNEL  nvjet_tst_256x8_64x6_2x1_v_bz_TNT                                                                   
      0.0        9,710,545        268      36,233.4       5,056.0       1,344     245,567      62,339.1  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std:…
      0.0        9,597,906        743      12,917.8      12,288.0       9,632      16,768       1,468.5  CUDA_KERNEL  triton_poi_fused_cat_69                                                                             
      0.0        8,996,655        957       9,400.9       8,928.0       4,576      13,600       1,340.1  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_54                             
      0.0        8,066,738        743      10,857.0      10,783.0       5,536      12,544         673.0  CUDA_KERNEL  triton_poi_fused_add_leaky_relu_backward_47                                                         
      0.0        8,041,166          3   2,680,388.7   3,561,666.0     781,937   3,697,563   1,645,510.9  CUDA_API     cudaGraphInstantiateWithFlags_v11040                                                                
      0.0        7,771,996        703      11,055.5         680.0         470   5,109,449     195,937.4  CUDA_API     cuKernelGetFunction                                                                                 
      0.0        7,584,161        641      11,831.8      10,527.0       9,440      16,992       2,375.3  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_30                                                             
      0.0        7,551,857        955       7,907.7       7,872.0       3,712       9,536         514.8  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_52                                                             
      0.0        6,858,782         47     145,931.5     145,887.0     145,599     147,167         241.9  CUDA_KERNEL  nvjet_tst_128x16_64x11_2x1_v_bz_TNT                                                                 
      0.0        6,458,239         11     587,112.6     587,389.0     585,629     588,253         782.8  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.0        6,457,630         11     587,057.3     587,261.0     586,365     587,805         518.9  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.0        6,311,196        955       6,608.6       6,432.0       4,096       8,544         635.0  CUDA_KERNEL  triton_poi_fused_cat_66                                                                             
      0.0        6,300,254      1,273       4,949.1       2,784.0       2,304      20,192       5,022.1  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_80                                                              
      0.0        6,069,892      1,061       5,720.9       2,656.0       2,208      20,480       5,731.1  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_55                                                              
      0.0        5,984,258        743       8,054.2       7,968.0       4,000       9,472         526.5  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_51                                                             
      0.0        5,954,019        107      55,645.0      55,679.0      52,416      57,759         740.8  CUDA_KERNEL  nvjet_tst_192x128_64x5_1x2_h_bz_coopB_NNT                                                           
      0.0        5,932,065        743       7,983.9       7,904.0       4,096       9,856         607.2  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_45                                                             
      0.0        5,840,231      1,061       5,504.5       2,688.0       2,368      17,184       4,664.7  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_66                                                              
      0.0        5,592,484        107      52,266.2      52,256.0      50,944      54,432         746.1  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroupsize1x1…
      0.0        5,447,869        128      42,561.5       3,270.5       2,480     389,489      72,743.7  CUDA_API     cudaStreamCreateWithPriority                                                                        
      0.0        5,275,589          4   1,318,897.3   1,500,328.0     460,318   1,814,615     644,348.9  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize32x128x32_stage4_w…
      0.0        5,225,422      2,440       2,141.6         800.0         703     500,734      11,028.4  MEMORY_OPER  [CUDA memset]                                                                                       
      0.0        4,841,163         18     268,953.5     268,895.0     268,607     270,015         320.7  CUDA_KERNEL  nvjet_tst_128x24_64x11_2x1_v_bz_TNT                                                                 
      0.0        4,763,979         43     110,790.2     110,752.0     108,416     113,407       1,200.5  CUDA_KERNEL  nvjet_tst_128x8_64x12_2x1_v_bz_TNT                                                                  
      0.0        4,680,360        321      14,580.6      15,168.0      11,456      17,472       2,084.6  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgroupsize1x1…
      0.0        4,594,887         11     417,717.0     417,790.0     415,934     418,941         871.6  CUDA_KERNEL  nvjet_tst_128x48_64x9_1x1_v_bz_TNT                                                                  
      0.0        4,587,244        642       7,145.2       6,336.0       5,760       9,248       1,304.0  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_59                                                 
      0.0        4,541,675        744       6,104.4       5,920.0       3,136       7,679         617.5  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_61                             
      0.0        4,534,085         20     226,704.3     219,765.5     118,915     521,885     109,149.2  CUDA_API     cudaGraphLaunch_v10000                                                                              
      0.0        4,521,702        748       6,045.1       5,888.0       4,384       8,736         514.9  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_40                                                             
      0.0        4,426,377         55      80,479.6       7,552.0       1,600     294,943     113,756.7  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::Te…
      0.0        4,391,850         11     399,259.1     399,294.0     398,718     400,158         392.6  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorItera…
      0.0        4,377,705         11     397,973.2     398,014.0     397,310     398,717         453.8  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch…
      0.0        4,223,208        959       4,403.8       4,064.0       3,584       5,568         655.8  CUDA_KERNEL  triton_poi_fused__to_copy_convolution_leaky_relu_68                                                 
      0.0        3,921,354         11     356,486.7     356,478.0     356,382     356,670          75.8  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        3,801,994         70      54,314.2      54,303.5      54,112      54,528          89.2  CUDA_KERNEL  nvjet_tst_128x8_64x12_1x1_v_bz_TNT                                                                  
      0.0        3,791,725      1,490       2,544.8       1,984.0       1,504       4,288         773.9  CUDA_KERNEL  triton_poi_fused__to_copy_22                                                                        
      0.0        3,289,327      1,486       2,213.5       1,952.0       1,504       3,776         436.3  CUDA_KERNEL  triton_poi_fused__to_copy_17                                                                        
      0.0        3,104,624        107      29,015.2      29,024.0      28,383      30,976         475.1  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_warpgroupsize2x…
      0.0        3,022,091        107      28,243.8      28,127.0      27,103      30,048         588.4  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x128x64_warpgroupsize2x…
      0.0        2,978,900        107      27,840.2      27,840.0      27,104      28,672         366.7  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgroupsize1x1…
      0.0        2,962,284         22     134,649.3     134,575.0     133,407     135,999         714.9  CUDA_KERNEL  nvjet_tst_64x24_64x16_1x1_v_bz_TNT                                                                  
      0.0        2,820,081          1   2,820,081.0   2,820,081.0   2,820,081   2,820,081           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_90                                                 
      0.0        2,766,191      1,278       2,164.5       2,224.0       1,536       3,232         234.3  CUDA_KERNEL  triton_poi_fused__to_copy_20                                                                        
      0.0        2,715,184        107      25,375.6      25,312.0      23,264      26,656         465.0  CUDA_KERNEL  nvjet_tst_64x128_64x8_1x1_v_ssched_bz_NNN                                                           
      0.0        2,697,682         80      33,721.0      35,535.5      19,008      37,504       5,406.4  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        2,479,858      1,381       1,795.7       1,792.0       1,440       2,144         111.0  CUDA_KERNEL  triton_poi_fused__to_copy_4                                                                         
      0.0        2,403,923         11     218,538.5     218,559.0     217,503     219,614         646.6  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.0        2,397,043          1   2,397,043.0   2,397,043.0   2,397,043   2,397,043           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_256x128_64x3_nt_align2>(T1::Params)  
      0.0        2,380,791      1,168       2,038.3       2,048.0       1,472       2,656         122.5  CUDA_KERNEL  triton_poi_fused__to_copy_28                                                                        
      0.0        2,373,234      1,273       1,864.3       1,856.0       1,472       2,496          96.4  CUDA_KERNEL  triton_poi_fused__to_copy_13                                                                        
      0.0        2,330,067      1,171       1,989.8       2,080.0       1,440       2,816         252.8  CUDA_KERNEL  triton_poi_fused__to_copy_34                                                                        
      0.0        2,300,693      1,274       1,805.9       1,792.0       1,408       2,656         139.3  CUDA_KERNEL  triton_poi_fused__to_copy_9                                                                         
      0.0        2,175,157          1   2,175,157.0   2,175,157.0   2,175,157   2,175,157           0.0  CUDA_KERNEL  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_37                             
      0.0        2,138,522      1,176       1,818.5       1,792.0       1,472       2,464         102.1  CUDA_KERNEL  triton_per_fused__to_copy_convolution_backward_43                                                   
      0.0        2,119,734        955       2,219.6       2,208.0       1,536       3,136         102.0  CUDA_KERNEL  triton_poi_fused__to_copy_24                                                                        
      0.0        2,083,293      1,167       1,785.2       1,760.0       1,408       2,304         107.8  CUDA_KERNEL  triton_poi_fused__to_copy_57                                                                        
      0.0        2,039,320      1,062       1,920.3       1,920.0       1,472       2,528         133.2  CUDA_KERNEL  triton_poi_fused__to_copy_31                                                                        
      0.0        2,038,972        955       2,135.0       2,144.0       1,535       2,880         106.6  CUDA_KERNEL  triton_poi_fused__to_copy_29                                                                        
      0.0        1,963,414        641       3,063.0       3,136.0       1,984       3,712         284.5  CUDA_KERNEL  triton_poi_fused__to_copy_44                                                                        
      0.0        1,864,280        743       2,509.1       2,464.0       1,728       3,456         250.1  CUDA_KERNEL  triton_poi_fused__to_copy_53                                                                        
      0.0        1,856,310          5     371,262.0     149,664.0     147,263   1,259,897     496,763.3  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroupsize1x1…
