
NOTICE: Existing SQLite export found: gan_profile.sqlite
        It is assumed file was previously exported from: gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)       Med (ns)     Min (ns)     Max (ns)      StdDev (ns)    Category                                                 Operation                                              
      0.0        4,083,546         44       92,807.9       92,816.0     91,712         93,888          513.6  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0        3,940,730         11      358,248.2      358,143.0    356,671        360,000          966.0  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x256x32_warpgroupsize1x1x1_execute_segment_k_off_k…
      0.0        3,921,111         11      356,464.6      356,447.0    356,319        356,671           89.8  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        3,383,492          4      845,873.0    1,053,668.5    204,391      1,071,764      427,931.4  CUDA_API     cuLibraryLoadData                                                                                   
      0.0        3,279,256         11      298,114.2      298,144.0    296,319        299,808        1,043.8  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nt_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.0        3,102,937         55       56,417.0       56,415.0     55,424         57,152          394.7  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x128x32_warpgroupsize2x1x…
      0.0        2,735,256         55       49,731.9       48,736.0     24,416         75,104       17,671.4  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2…
      0.0        2,625,276         33       79,553.8       64,384.0     60,736        113,119       23,519.5  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nt_align4>(T1::Params)              
      0.0        2,511,016        275        9,131.0        8,041.0      4,831         92,505        6,054.2  CUDA_API     cuLaunchKernel                                                                                      
      0.0        2,475,641         11      225,058.3      224,896.0    223,231        226,399          977.6  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0        2,403,799         11      218,527.2      218,560.0    217,471        219,935          709.4  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.0        2,316,113        275        8,422.2          970.0        300      1,322,847       80,884.2  CUDA_API     cuKernelGetFunction                                                                                 
      0.0        1,854,844         33       56,207.4       49,727.0     47,136         70,848       10,183.5  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(T1::Params)              
      0.0        1,657,789         11      150,708.1      150,336.0    149,760        151,936          787.6  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4>(T1::Params)             
      0.0        1,637,438         11      148,858.0      148,896.0    147,904        149,728          584.7  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x4_nn_align4>(T1::Params)             
      0.0        1,475,580        862        1,711.8        1,184.0        704          9,728        1,558.4  MEMORY_OPER  [CUDA memset]                                                                                       
      0.0        1,421,734         32       44,429.2        3,535.0      2,760        315,476       83,343.0  CUDA_API     cudaStreamCreateWithFlags                                                                           
      0.0        1,294,810         22       58,855.0       58,688.0     46,304         71,424       12,140.8  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0        1,285,598         44       29,218.1       28,928.0     22,880         35,552        4,362.1  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0        1,042,554        209        4,988.3        5,120.0      3,296          6,720          696.5  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          982,399         11       89,309.0       89,344.0     88,608         90,048          463.1  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_war…
      0.0          931,293         11       84,663.0       84,927.0     83,328         86,048          856.3  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0          837,024         11       76,093.1       76,224.0     75,424         76,864          431.8  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x256_16x4_nt_align4>(T1::Params)              
      0.0          710,844         11       64,622.2       64,576.0     64,000         65,152          298.1  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(T1::Params)               
      0.0          667,808         11       60,709.8       60,832.0     59,040         62,304          843.0  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroups…
      0.0          629,343         22       28,606.5       28,784.0     26,464         30,528        1,317.9  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          624,544         22       28,388.4       28,176.0     23,680         35,584        4,526.5  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x128x32_warpgroupsize1x1x1…
      0.0          619,231         22       28,146.9       31,663.5     18,624         36,544        7,820.3  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          541,053         22       24,593.3       24,399.5     17,664         31,808        6,639.3  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          508,927         22       23,133.0       23,008.0     22,624         24,063          404.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          489,182         44       11,117.8       11,312.0      9,056         12,928          939.0  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroup…
      0.0          473,949         22       21,543.1       21,472.0     21,056         22,176          338.6  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          453,022         11       41,183.8       41,247.0     40,863         41,472          212.9  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_w…
      0.0          417,572          1      417,572.0      417,572.0    417,572        417,572            0.0  CUDA_API     cudaStreamCreate                                                                                    
      0.0          393,887         55        7,161.6        7,168.0      6,496          7,616          161.7  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x32_warpgroupsi…
      0.0          387,488        287        1,350.1        1,344.0      1,088          2,016          166.2  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0          383,711        110        3,488.3        3,456.0      3,104          3,936          294.6  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          367,024        130        2,823.3        2,040.0      1,850         18,480        2,251.7  CUDA_API     cudaEventQuery                                                                                      
      0.0          356,504      1,257          283.6          190.0         70         23,441        1,117.3  CUDA_API     cuGetProcAddress_v2                                                                                 
      0.0          276,799         48        5,766.6        2,656.0      2,464         74,175       14,354.8  MEMORY_OPER  [CUDA memcpy Device-to-Host]                                                                        
      0.0          266,238         44        6,050.9        4,720.0      2,144         12,864        4,026.4  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::reduction::kernel::ReduceSplitK<cutlass__5x_cudnn…
      0.0          257,824         22       11,719.3       11,728.0      8,416         14,816        3,044.0  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x32x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
      0.0          254,943         85        2,999.3        2,432.0      1,824          5,504        1,243.8  CUDA_KERNEL  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0          242,009        371          652.3          460.0        250         11,091          720.2  CUDA_API     cudaStreamIsCapturing_v10000                                                                        
      0.0          231,446        120        1,928.7        1,070.0        580         23,891        3,079.4  CUDA_API     cudaEventRecordWithFlags_v11010                                                                     
      0.0          217,696         11       19,790.5       19,776.0     18,752         20,704          709.1  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          215,744          1      215,744.0      215,744.0    215,744        215,744            0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          210,239          1      210,239.0      210,239.0    210,239        210,239            0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          195,968         44        4,453.8        4,496.0      3,360          5,088          349.0  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          188,704         11       17,154.9       17,184.0     16,800         17,344          172.0  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          170,336         44        3,871.3        3,872.0      3,680          4,192          126.6  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4>(T1::Params)               
      0.0          124,287         11       11,298.8       11,328.0     10,560         11,712          296.5  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          122,720         11       11,156.4       11,072.0     10,528         12,576          562.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0           89,888         11        8,171.6        8,160.0      7,456          8,544          310.7  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroups…
      0.0           78,624         11        7,147.6        7,168.0      6,976          7,456          148.9  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize32x32x8_stage3_warpsize1x2x1_ffma_aligna4_alignc4_exe…
      0.0           63,392         11        5,762.9        5,728.0      5,632          6,176          169.0  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x32x8_stage3_warpsize1x2x1_ffma_aligna4_alignc4_exe…
      0.0           57,824         33        1,752.2        1,760.0      1,472          2,144          196.8  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.0           40,601         14        2,900.1        1,590.0        790          9,631        2,830.5  CUDA_API     cuLibraryGetKernel                                                                                  
      0.0           35,552         11        3,232.0        3,264.0      2,880          3,520          209.8  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps…
      0.0           29,504         11        2,682.2        2,656.0      2,624          2,784           60.4  CUDA_KERNEL  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.0           24,320         11        2,210.9        2,176.0      2,176          2,400           66.3  CUDA_KERNEL  void at::native::lpnorm_cleanup<float, (at::native::NormType)1, float, float>(const T4 *, at::nativ…
      0.0           20,128         11        1,829.8        1,760.0      1,760          1,952           86.8  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0           18,720         11        1,701.8        1,696.0      1,472          2,080          194.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…
      0.0           18,111         35          517.5          370.0        350          3,470          575.7  CUDA_API     cudaOccupancyMaxActiveClusters_v11070                                                               
      0.0           17,728         11        1,611.6        1,632.0      1,440          1,728           95.2  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0           14,390          2        7,195.0        7,195.0      2,409         11,981        6,768.4  CUDA_API     cudaFree                                                                                            
      0.0           11,742         12          978.5          550.0        370          2,540          797.3  CUDA_API     cudaEventCreateWithFlags                                                                            
      0.0           10,490          4        2,622.5        2,665.0      1,870          3,290          586.9  CUDA_API     cuInit                                                                                              
      0.0            8,790         20          439.5          260.0        230          2,210          500.6  CUDA_API     cuOccupancyMaxActiveClusters                                                                        
      0.0            7,951          1        7,951.0        7,951.0      7,951          7,951            0.0  CUDA_API     cudaStreamDestroy                                                                                   
      0.0            3,740          2        1,870.0        1,870.0      1,720          2,020          212.1  CUDA_API     cudaOccupancyAvailableDynamicSMemPerBlock_v10200                                                    
      0.0            3,230          1        3,230.0        3,230.0      3,230          3,230            0.0  CUDA_API     cudaProfilerStart                                                                                   
      0.0            2,020          2        1,010.0        1,010.0        840          1,180          240.4  CUDA_API     cuOccupancyAvailableDynamicSMemPerBlock                                                             
      0.0            1,570          4          392.5          230.0        110          1,000          408.9  CUDA_API     cuModuleGetLoadingMode                                                                              
      0.0              850          2          425.0          425.0        210            640          304.1  CUDA_API     cudaGetDriverEntryPoint_v11030                                                                      

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------------------------------------------------------------------------------------
      8.2      118,393,139        550    215,260.3     23,936.0      2,368  1,382,941    362,363.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      7.3      105,980,099        418    253,540.9     21,728.0      2,560  1,271,485    424,548.4  void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKern…
      6.0       87,076,418         33  2,638,679.3  1,565,916.0    415,423  5,964,692  2,413,633.9  sm80_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_war…
      5.8       83,330,953        352    236,735.7     23,568.0      2,112  1,559,101    450,633.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_backward_k…
      5.3       76,916,896        748    102,830.1     13,520.0      2,272  1,070,973    257,248.0  void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, (bool)1, (bool)0, (cudnnKern…
      5.2       75,384,792      1,287     58,574.0     16,256.0      2,816  1,254,461    166,201.2  void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKern…
      4.9       70,856,716        176    402,595.0    187,631.5      3,232  1,513,853    412,565.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      4.7       67,759,462        462    146,665.5     10,752.0      1,504  1,066,718    281,667.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at:…
      4.5       64,648,884         11  5,877,171.3  5,865,780.0  5,828,276  5,975,539     42,781.8  sm80_xmma_wgrad_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize16x64x64_st…
