
NOTICE: Existing SQLite export found: profiles/gan_profile.sqlite
        It is assumed file was previously exported from: profiles/gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)                         Name                      
      0.0        7,286,000        240      30,358.3       7,295.0       1,021    4,618,784     299,707.2  cudaLaunchKernelExC_v11060                      
      0.0        6,054,364        128      47,299.7       4,665.0       2,440      469,837      81,686.7  cudaStreamCreateWithPriority                    
      0.0        1,798,555          3     599,518.3     390,175.0      24,141    1,384,239     703,800.5  cudaGraphExecDestroy_v10000                     
      0.0        1,512,481          4     378,120.3      20,420.0      13,680    1,457,961     719,907.4  cudaHostAlloc                                   
      0.0        1,331,856        176       7,567.4       6,910.0         400       33,721       6,445.1  cudaMemsetAsync                                 
      0.0        1,322,914         32      41,341.1       4,130.0       2,649      180,292      65,285.3  cudaStreamCreateWithFlags                       
      0.0          891,793         26      34,299.7      35,520.5       2,711       85,191      29,470.5  cuLaunchKernelEx                                
      0.0          336,842      1,257         268.0         210.0          60        8,789         375.0  cuGetProcAddress_v2                             
      0.0          269,694          3      89,898.0      68,261.0       2,850      198,583      99,644.2  cudaGraphDestroy_v10000                         
      0.0          254,324          2     127,162.0     127,162.0     109,631      144,693      24,792.6  cuModuleLoadData                                
      0.0          230,708        424         544.1         500.0         280        1,850         231.8  cudaStreamGetCaptureInfo_v2_v11030              
      0.0          226,635         42       5,396.1       5,660.5         240       17,360       4,439.0  cuLibraryGetKernel                              
      0.0           41,631          3      13,877.0      12,760.0       9,100       19,771       5,422.5  cudaStreamBeginCapture_v10000                   
      0.0           35,690          3      11,896.7       8,670.0       1,470       25,550      12,360.0  cudaStreamEndCapture_v10000                     
      0.0           34,520         11       3,138.2       3,500.0       1,030        5,051       1,444.9  cudaStreamWaitEvent                             
      0.0           29,910          1      29,910.0      29,910.0      29,910       29,910           0.0  cudaStreamCreate                                
      0.0           29,250          1      29,250.0      29,250.0      29,250       29,250           0.0  cudaStreamDestroy                               
      0.0           17,770         35         507.7         370.0         350        2,920         508.5  cudaOccupancyMaxActiveClusters_v11070           
      0.0           16,652         26         640.5         570.5         250        1,340         379.1  cuKernelSetAttribute                            
      0.0           15,197         52         292.3         215.0          80          750         191.9  cuKernelGetAttribute                            
      0.0           12,689          4       3,172.3       2,930.0       1,949        4,880       1,300.1  cuInit                                          
      0.0           12,340          1      12,340.0      12,340.0      12,340       12,340           0.0  cudaProfilerStart                               
      0.0            9,210         20         460.5         260.0         229        2,420         568.9  cuOccupancyMaxActiveClusters                    
      0.0            7,200          2       3,600.0       3,600.0       2,770        4,430       1,173.8  cudaEventRecord                                 
      0.0            6,699          3       2,233.0       2,240.0       1,809        2,650         420.5  cudaGraphGetNodes_v10000                        
      0.0            4,460          2       2,230.0       2,230.0       1,830        2,630         565.7  cudaOccupancyAvailableDynamicSMemPerBlock_v10200
      0.0            2,610          5         522.0         250.0         110        1,310         515.3  cuModuleGetLoadingMode                          
      0.0            1,810          2         905.0         905.0         750        1,060         219.2  cuOccupancyAvailableDynamicSMemPerBlock         
      0.0            1,650          2         825.0         825.0         260        1,390         799.0  cudaGetDriverEntryPoint_v11030                  

Processing [profiles/gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------------------------------------------------------------------------------------
     15.7      689,574,894     40,555     17,003.4     17,248.0     15,040     19,359        835.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      9.7      425,854,897        719    592,287.8    538,139.0    501,371  1,539,888    167,500.6  triton_red_fused_leaky_relu_leaky_relu_backward_mul_sum_86                                          
      8.6      379,072,249      1,164    325,663.4    137,855.0    111,391  9,097,920  1,145,064.8  triton_red_fused_convolution_backward_18                                                            
      5.5      239,989,142         64  3,749,830.3  3,544,714.0  3,528,762  4,127,283    275,402.5  triton_poi_fused__to_copy_cat_77                                                                    
      5.3      234,998,604        299    785,948.5    725,496.0    723,672    875,959     67,096.1  triton_poi_fused_cat_74                                                                             
      5.0      218,994,658        474    462,014.0    427,099.5    413,467    576,122     59,908.4  triton_poi_fused__to_copy_cat_47                                                                    
      4.8      210,855,153        264    798,693.8    644,842.0      8,288  1,721,005    708,905.4  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      3.8      166,822,056        326    511,724.1    511,786.5    500,987    518,234      2,189.1  triton_red_fused_convolution_backward_5                                                             
      3.8      166,249,076        325    511,535.6    511,610.0    500,506    517,339      2,080.6  triton_red_fused_convolution_backward_10                                                            
      3.6      157,047,115        597    263,060.5    263,165.0    252,509    268,189      1,563.1  triton_red_fused_convolution_backward_90                                                            
      3.6      156,855,741        596    263,180.8    263,421.0    251,134    267,262      1,664.1  triton_red_fused_convolution_backward_14                                                            
      3.4      148,768,811        179    831,110.7    780,343.0    773,560    957,782     71,674.0  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_78                             
      2.2       96,516,055        296    326,067.8    325,821.0    321,469    327,965        748.9  triton_poi_fused_add_leaky_relu_backward_72                                                         
      2.1       92,530,199        632    146,408.5    125,134.5    107,263    262,141     49,959.1  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_pixel_shuffle_69               
      2.0       88,523,051        637    138,968.7    138,558.0    126,719    147,870      2,438.5  triton_red_fused_convolution_backward_84                                                            
      1.9       82,126,563         88    933,256.4    933,287.0    927,542    938,070      2,788.6  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      1.6       71,416,798        743     96,119.5     94,815.0     76,800    111,295      7,827.0  triton_red_fused_leaky_relu_mul_sum_74                                                              
      1.6       69,115,215      1,175     58,821.5     14,848.0      6,304    201,022     72,940.7  triton_red_fused_convolution_backward_32                                                            
      1.5       65,689,017        482    136,284.3    135,407.0    130,783    141,566      2,551.5  triton_poi_fused__to_copy_convolution_leaky_relu_73                                                 
      1.3       57,502,416        531    108,290.8    101,343.0     95,903    123,614      9,209.5  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_71                             
      1.2       51,502,841         44  1,170,519.1  1,170,468.5  1,168,437  1,172,564        994.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      1.2       51,498,937         44  1,170,430.4  1,170,708.0  1,167,701  1,172,916      1,224.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      1.1       46,633,304        531     87,821.7     87,935.0     78,399     91,295      2,004.3  triton_poi_fused_leaky_relu_backward_27                                                             
      0.9       38,361,035        849     45,183.8     45,120.0     42,527     47,871        806.2  triton_poi_fused_add_leaky_relu_backward_55                                                         
      0.8       36,441,430        637     57,207.9     55,551.0     54,591     66,720      3,950.6  triton_poi_fused__to_copy_cat_52                                                                    
      0.8       34,975,395         44    794,895.3    794,856.5    793,368    796,600        721.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorItera…
      0.8       34,920,391         44    793,645.3    793,576.5    791,576    795,127        676.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch…
      0.7       31,272,229         44    710,732.5    710,681.0    710,457    713,305        414.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.6       26,921,437        743     36,233.4     36,160.0     29,952     40,672      2,416.0  triton_poi_fused_leaky_relu_backward_37                                                             
      0.6       25,834,829        138    187,208.9     28,176.0      2,624  5,223,722    568,522.3  void cudnn::engines_precompiled::nchwToNhwcKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)0, (bo…
      0.6       25,724,190         44    584,640.7    584,714.5    583,290    587,099        702.1  void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::Te…
      0.5       22,398,744        645     34,726.7     35,392.0     21,952     37,599      3,305.9  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.4       17,609,454         44    400,214.9    400,123.5    398,556    401,884        725.3  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.3       11,445,045        531     21,553.8     21,535.0     18,176     22,944        652.8  triton_poi_fused_cat_60                                                                             
      0.2       10,387,731          4  2,596,932.8  2,951,185.0    907,287  3,578,074  1,268,680.1  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize32x128x32_stage4_w…
      0.2        8,301,289        176     47,166.4      9,295.5      2,112    168,542     70,040.5  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.2        7,927,048         65    121,954.6     27,743.0      2,176  1,621,358    340,952.0  void cudnn::engines_precompiled::nhwcToNchwKernel<__nv_bfloat16, __nv_bfloat16, float, (bool)1, (bo…
      0.1        5,631,876          1  5,631,876.0  5,631,876.0  5,631,876  5,631,876          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_80                                                 
      0.1        4,725,550          1  4,725,550.0  4,725,550.0  4,725,550  4,725,550          0.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_256x128_64x3_nt_align2>(T1::Params)  
      0.1        4,333,936          1  4,333,936.0  4,333,936.0  4,333,936  4,333,936          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_37                             
      0.1        3,691,705          1  3,691,705.0  3,691,705.0  3,691,705  3,691,705          0.0  triton_tem_fused__to_copy_convolution_81                                                            
      0.1        3,636,890          5    727,378.0    290,845.0    290,141  2,474,150    976,475.3  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroupsize1x1…
      0.1        3,103,582          2  1,551,791.0  1,551,791.0  1,550,767  1,552,815      1,448.2  triton_poi_fused_leaky_relu_backward_3                                                              
      0.1        2,722,979          1  2,722,979.0  2,722,979.0  2,722,979  2,722,979          0.0  sm80_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4…
      0.1        2,513,669         88     28,564.4     28,911.5     26,720     30,112      1,009.9  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.1        2,254,663          1  2,254,663.0  2,254,663.0  2,254,663  2,254,663          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_79                                                 
      0.1        2,251,114         88     25,580.8     24,831.5     19,423     36,736      6,119.7  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        2,180,330         88     24,776.5     24,976.0     17,728     31,904      6,281.8  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        2,097,994          1  2,097,994.0  2,097,994.0  2,097,994  2,097,994          0.0  void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_128x64_64x3_tn_align2>(T1::Params)        
      0.0        2,072,587         88     23,552.1     23,679.5     22,336     25,120        685.3  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        1,935,147          1  1,935,147.0  1,935,147.0  1,935,147  1,935,147          0.0  triton_poi_fused__to_copy_cat_39                                                                    
      0.0        1,908,169         88     21,683.7     21,760.0     20,640     22,943        488.2  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0        1,677,295        849      1,975.6      1,952.0      1,568      2,592        117.8  triton_per_fused__to_copy_convolution_backward_91                                                   
      0.0        1,529,072        956      1,599.4      1,600.0      1,440      2,048        109.9  triton_poi_fused__to_copy_convolution_1                                                             
      0.0        1,525,356         14    108,954.0     71,455.0     29,920    242,045     88,541.7  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_warpgroup…
      0.0        1,484,617        859      1,728.3      1,760.0      1,376      2,048        119.1  triton_poi_fused__to_copy_convolution_13                                                            
      0.0        1,475,153          1  1,475,153.0  1,475,153.0  1,475,153  1,475,153          0.0  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgrou…
      0.0        1,471,952          1  1,471,952.0  1,471,952.0  1,471,952  1,471,952          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_43                                                 
      0.0        1,388,817          1  1,388,817.0  1,388,817.0  1,388,817  1,388,817          0.0  triton_poi_fused_leaky_relu_backward_8                                                              
      0.0        1,321,616        638      2,071.5      2,048.0      1,696      2,624        101.0  triton_per_fused__to_copy_convolution_backward_6                                                    
      0.0        1,294,771        637      2,032.6      2,016.0      1,568      2,624         96.7  triton_poi_fused__to_copy_67                                                                        
      0.0        1,103,501        637      1,732.3      1,760.0      1,535      2,624        126.9  triton_poi_fused__to_copy_convolution_36                                                            
      0.0        1,099,924          4    274,981.0    274,701.0    273,725    276,797      1,300.5  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1…
      0.0        1,022,485        531      1,925.6      1,888.0      1,536      2,336        125.7  triton_per_fused__to_copy_convolution_backward_2                                                    
      0.0          945,750          5    189,150.0    189,182.0    188,222    189,854        620.9  triton_poi_fused_leaky_relu_backward_16                                                             
      0.0          907,734          4    226,933.5    226,942.0    226,301    227,549        561.2  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::fu…
      0.0          898,740          8    112,342.5    126,302.5     59,776    135,358     31,174.2  void cudnn::cnn::reduce_wgrad_nchw_helper<float, __nv_bfloat16>(void *, const void *, T1, int, int) 
      0.0          895,671          1    895,671.0    895,671.0    895,671    895,671          0.0  triton_poi_fused_leaky_relu_backward_88                                                             
      0.0          889,496        531      1,675.1      1,696.0      1,344      2,368        151.2  triton_poi_fused__to_copy_92                                                                        
      0.0          885,814         44     20,132.1     20,335.5     19,072     21,184        620.1  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          885,655          4    221,413.8    221,678.0    220,318    221,981        758.1  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::fu…
      0.0          872,114        533      1,636.2      1,664.0      1,376      2,048        123.9  triton_poi_fused__to_copy_convolution_5                                                             
      0.0          862,103          1    862,103.0    862,103.0    862,103    862,103          0.0  nvjet_tst_256x128_64x4_2x1_v_bz_coopA_NNT                                                           
      0.0          829,816          1    829,816.0    829,816.0    829,816    829,816          0.0  nvjet_tss_64x128_64x8_1x1_v_ssched_bz_TNN                                                           
      0.0          790,072          1    790,072.0    790,072.0    790,072    790,072          0.0  nvjet_tst_512x64_64x2_2x1_v_bz_coopB_NTN                                                            
      0.0          769,692         44     17,493.0     17,408.0     17,024     21,504        658.2  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          725,272          1    725,272.0    725,272.0    725,272    725,272          0.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nt_n_tilesize128x128x64_cgasize1x1x1_warpgroupsize1x1x1_aligna4…
      0.0          716,408          2    358,204.0    358,204.0    320,028    396,380     53,989.0  void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_bf16_256x64_32x4_tn_align2>(T1::Params)        
      0.0          709,913          3    236,637.7    157,150.0     58,624    494,139    228,379.2  sm90_xmma_dgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x64x64_warpgrou…
      0.0          701,977          1    701,977.0    701,977.0    701,977    701,977          0.0  triton_poi_fused_leaky_relu_backward_12                                                             
      0.0          673,273          1    673,273.0    673,273.0    673,273    673,273          0.0  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_pixel_shuffle_76               
      0.0          590,330          2    295,165.0    295,165.0    276,413    313,917     26,519.3  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_wa…
      0.0          589,501        329      1,791.8      1,824.0      1,408      2,368        146.9  triton_poi_fused__to_copy_convolution_7                                                             
      0.0          588,826          1    588,826.0    588,826.0    588,826    588,826          0.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_128x64_64x3_nt_align2>(T1::Params)   
      0.0          530,427          1    530,427.0    530,427.0    530,427    530,427          0.0  triton_red_fused_leaky_relu_mul_sum_87                                                              
      0.0          498,173         44     11,322.1     11,232.0     10,656     12,416        448.1  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          497,084         44     11,297.4     11,248.0     10,719     12,064        368.2  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          492,956        353      1,396.5      1,344.0      1,056      2,080        204.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0          464,378          1    464,378.0    464,378.0    464,378    464,378          0.0  triton_tem_fused__to_copy_convolution_44                                                            
      0.0          458,587          2    229,293.5    229,293.5    142,815    315,772    122,299.1  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_64x256_32x4_nt_align2>(T1::Params)   
      0.0          446,971          1    446,971.0    446,971.0    446,971    446,971          0.0  triton_tem_fused__to_copy_convolution_46                                                            
      0.0          441,274          9     49,030.4     51,584.0     44,511     51,967      3,332.2  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgro…
      0.0          425,755          1    425,755.0    425,755.0    425,755    425,755          0.0  triton_poi_fused_pixel_unshuffle_0                                                                  
      0.0          402,267          1    402,267.0    402,267.0    402,267    402,267          0.0  triton_poi_fused_cat_70                                                                             
      0.0          392,699          1    392,699.0    392,699.0    392,699    392,699          0.0  triton_poi_fused_pixel_shuffle_82                                                                   
      0.0          381,148          1    381,148.0    381,148.0    381,148    381,148          0.0  triton_poi_fused_leaky_relu_backward_82                                                             
      0.0          372,764          1    372,764.0    372,764.0    372,764    372,764          0.0  nvjet_tss_64x128_64x8_1x2_h_bz_TNN                                                                  
      0.0          372,156          1    372,156.0    372,156.0    372,156    372,156          0.0  nvjet_tst_256x128_64x4_1x2_h_bz_coopA_NNT                                                           
      0.0          368,732          1    368,732.0    368,732.0    368,732    368,732          0.0  void cutlass::Kernel2<cutlass_75_tensorop_bf16_s1688gemm_bf16_64x64_nt_align1>(T1::Params)          
      0.0          323,580          1    323,580.0    323,580.0    323,580    323,580          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_75                                                 
      0.0          320,572          1    320,572.0    320,572.0    320,572    320,572          0.0  nvjet_tst_384x64_64x3_2x1_v_bz_coopB_NTN                                                            
      0.0          304,317          1    304,317.0    304,317.0    304,317    304,317          0.0  nvjet_tss_192x64_64x6_1x1_v_bz_TNT                                                                  
      0.0          300,509          1    300,509.0    300,509.0    300,509    300,509          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_48                                                 
      0.0          299,423          7     42,774.7     49,472.0     26,496     51,776     10,292.0  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgroupsize1x…
      0.0          297,309          3     99,103.0     98,943.0     97,663    100,703      1,526.3  triton_poi_fused__to_copy_convolution_leaky_relu_leaky_relu_backward_45                             
      0.0          289,916          1    289,916.0    289,916.0    289,916    289,916          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_49                                                 
      0.0          286,813          1    286,813.0    286,813.0    286,813    286,813          0.0  nvjet_tst_192x192_64x3_2x1_v_bz_coopB_NTN                                                           
      0.0          279,165          1    279,165.0    279,165.0    279,165    279,165          0.0  void cutlass::Kernel2<cutlass_75_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nt_align1>(T1::Para…
      0.0          272,349          1    272,349.0    272,349.0    272,349    272,349          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_72                                                 
      0.0          264,669          5     52,933.8     53,151.0     52,447     53,344        449.3  sm90_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize256x128x64_warpgroupsize2x…
      0.0          255,390         85      3,004.6      2,464.0      1,823      5,472      1,237.1  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0          235,167        132      1,781.6      1,776.0      1,440      2,335        203.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.0          229,501          1    229,501.0    229,501.0    229,501    229,501          0.0  triton_poi_fused_leaky_relu_backward_23                                                             
      0.0          200,957          5     40,191.4     40,287.0     39,840     40,288        196.9  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x64_warpgroupsize1x…
      0.0          199,423          4     49,855.8     49,904.0     49,503     50,112        280.6  sm90_xmma_dgrad_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x…
      0.0          197,150          1    197,150.0    197,150.0    197,150    197,150          0.0  triton_red_fused_convolution_backward_1                                                             
      0.0          164,703          1    164,703.0    164,703.0    164,703    164,703          0.0  triton_poi_fused_leaky_relu_backward_76                                                             
      0.0          163,902          1    163,902.0    163,902.0    163,902    163,902          0.0  triton_poi_fused_leaky_relu_backward_75                                                             
      0.0          158,718          1    158,718.0    158,718.0    158,718    158,718          0.0  triton_poi_fused_leaky_relu_backward_21                                                             
      0.0          146,783          1    146,783.0    146,783.0    146,783    146,783          0.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_64x64_32x6_nt_align2>(T1::Params)    
      0.0          135,294         44      3,074.9      3,168.0      2,752      3,360        192.7  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps…
      0.0          127,518         27      4,722.9      5,184.0      2,624      6,048      1,032.1  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          120,224          4     30,056.0     29,040.0     25,472     36,672      4,727.0  sm80_xmma_wgrad_implicit_gemm_indexed_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize32x128x32_stage4_w…
      0.0          117,759         44      2,676.3      2,656.0      2,560      2,880         80.8  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.0          113,248          5     22,649.6     22,656.0     21,056     23,552        995.2  triton_poi_fused_leaky_relu_backward_30                                                             
      0.0          107,935          1    107,935.0    107,935.0    107,935    107,935          0.0  triton_poi_fused_cat_66                                                                             
      0.0          106,367          1    106,367.0    106,367.0    106,367    106,367          0.0  nvjet_tst_192x128_64x5_1x2_h_bz_coopB_NNT                                                           
      0.0          100,543          1    100,543.0    100,543.0    100,543    100,543          0.0  triton_tem_fused__to_copy_convolution_68                                                            
      0.0          100,351          1    100,351.0    100,351.0    100,351    100,351          0.0  triton_tem_fused__to_copy_convolution_51                                                            
      0.0           99,680         44      2,265.5      2,272.0      2,176      2,400         57.2  void at::native::lpnorm_cleanup<float, (at::native::NormType)1, float, float>(const T4 *, at::nativ…
      0.0           95,327          1     95,327.0     95,327.0     95,327     95,327          0.0  nvjet_tst_192x128_64x5_1x1_v_bz_coopB_NTT                                                           
      0.0           89,599          1     89,599.0     89,599.0     89,599     89,599          0.0  triton_tem_fused__to_copy_convolution_leaky_relu_61                                                 
      0.0           84,064          6     14,010.7     13,904.0     13,376     14,816        667.4  triton_poi_fused__to_copy_convolution_leaky_relu_53                                                 
      0.0           82,592          1     82,592.0     82,592.0     82,592     82,592          0.0  triton_red_fused_leaky_relu_leaky_relu_backward_mul_sum_73                                          
      0.0           81,535         44      1,853.1      1,888.0      1,696      2,144         99.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0           77,824          2     38,912.0     38,912.0     38,176     39,648      1,040.9  sm90_xmma_wgrad_indexed_implicit_gemm_bf16bf16_bf16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_warpgrou…
