
NOTICE: Existing SQLite export found: gan_profile.sqlite
        It is assumed file was previously exported from: gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)    Category                                                 Operation                                              
      0.0        7,304,040         11     664,003.6     663,966.0     662,846      666,173       1,098.9  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        6,960,769        531      13,108.8      13,024.0       7,456       14,559         668.3  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_32                                                             
      0.0        6,751,868         46     146,779.7       1,405.5         460    5,617,995     826,022.3  CUDA_API     cuKernelGetFunction                                                                                 
      0.0        6,448,711         11     586,246.5     586,078.0     585,598      587,645         630.7  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.0        6,374,631        128      49,801.8       4,435.0       2,630      428,781      84,578.1  CUDA_API     cudaStreamCreateWithPriority                                                                        
      0.0        5,963,433          1   5,963,433.0   5,963,433.0   5,963,433    5,963,433           0.0  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize16x64x64_st…
      0.0        5,804,011        752       7,718.1       7,776.0       3,328        8,800         573.4  CUDA_KERNEL  triton_red_fused_convolution_backward_30                                                            
      0.0        5,740,230          3   1,913,410.0   2,505,202.0     449,422    2,785,606   1,275,579.2  CUDA_API     cudaGraphInstantiateWithFlags_v11040                                                                
      0.0        5,374,768        210      25,594.1       7,410.5         980    1,895,662     164,032.6  CUDA_API     cudaLaunchKernelExC_v11060                                                                          
      0.0        5,164,748          2   2,582,374.0   2,582,374.0   2,100,952    3,063,796     680,833.5  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x32x32_warpgroupsize1x1x1…
      0.0        4,862,733        531       9,157.7       9,184.0       5,984       10,624         404.1  CUDA_KERNEL  triton_poi_fused_cat_28                                                                             
      0.0        4,572,463          1   4,572,463.0   4,572,463.0   4,572,463    4,572,463           0.0  CUDA_KERNEL  void wgrad_alg0_engine_NHWC<float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (bool)0, (int)…
      0.0        4,393,068         11     399,369.8     399,454.0     397,534      400,670         874.8  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorItera…
      0.0        4,375,571         11     397,779.2     397,599.0     396,991      398,911         557.6  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch…
      0.0        3,923,634         11     356,694.0     356,511.0     356,414      358,174         505.0  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        3,575,113         20     178,755.6     167,063.5      89,584      314,835      74,197.9  CUDA_API     cudaGraphLaunch_v10000                                                                              
      0.0        2,736,757         10     273,675.7      94,175.5       4,224    1,298,683     408,066.1  CUDA_KERNEL  void cudnn::engines_precompiled::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)2…
      0.0        2,711,669          2   1,355,834.5   1,355,834.5     669,725    2,041,944     970,305.4  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x32_warpgroupsize1x1x1…
      0.0        2,602,517          1   2,602,517.0   2,602,517.0   2,602,517    2,602,517           0.0  CUDA_KERNEL  triton_poi_fused_clone_convolution_13                                                               
      0.0        2,503,318          3     834,439.3      15,136.0       8,864    2,479,318   1,424,510.2  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x32x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
      0.0        2,434,327          1   2,434,327.0   2,434,327.0   2,434,327    2,434,327           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_nt_align4>(T1::Params)               
      0.0        2,412,500        637       3,787.3       3,775.0       3,296        4,704         171.3  CUDA_KERNEL  triton_red_fused_convolution_backward_63                                                            
      0.0        2,398,934         11     218,084.9     218,143.0     216,959      219,199         671.4  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.0        2,373,111          5     474,622.2     130,624.0      51,872    1,703,929     699,982.5  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x64x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_exe…
      0.0        2,149,943          1   2,149,943.0   2,149,943.0   2,149,943    2,149,943           0.0  CUDA_KERNEL  triton_tem_fused_convolution_14                                                                     
      0.0        2,085,816        531       3,928.1       3,904.0       3,328        4,512         148.3  CUDA_KERNEL  triton_per_fused_convolution_backward_37                                                            
      0.0        1,995,289          5     399,057.8     165,920.0      39,904    1,262,395     511,699.7  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroups…
      0.0        1,947,225          1   1,947,225.0   1,947,225.0   1,947,225    1,947,225           0.0  CUDA_KERNEL  triton_tem_fused_convolution_50                                                                     
      0.0        1,849,970      1,676       1,103.8         211.0          60    1,299,503      31,883.8  CUDA_API     cuGetProcAddress_v2                                                                                 
      0.0        1,803,545          1   1,803,545.0   1,803,545.0   1,803,545    1,803,545           0.0  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_256x64_16x4_nhwc_unity_st…
      0.0        1,654,779         32      51,711.8       3,790.0       2,740      275,363      85,604.4  CUDA_API     cudaStreamCreateWithFlags                                                                           
      0.0        1,573,436          3     524,478.7      22,661.0      11,600    1,539,175     878,770.2  CUDA_API     cudaHostAlloc                                                                                       
      0.0        1,491,798        743       2,007.8       2,016.0       1,568        2,528         139.1  CUDA_KERNEL  triton_per_fused_convolution_backward_2                                                             
      0.0        1,363,386          1   1,363,386.0   1,363,386.0   1,363,386    1,363,386           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_pixel_unshuffle_6                                              
      0.0        1,362,970          1   1,362,970.0   1,362,970.0   1,362,970    1,362,970           0.0  CUDA_KERNEL  triton_poi_fused_cat_convolution_16                                                                 
      0.0        1,307,291          5     261,458.2     303,647.0      93,567      304,767      93,860.9  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroupsize1x1x1…
      0.0        1,189,852          4     297,463.0     297,951.0     295,551      298,399       1,296.3  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1x1…
      0.0        1,149,533        425       2,704.8       2,688.0       2,240        3,456         117.8  CUDA_KERNEL  triton_per_fused_convolution_backward_52                                                            
      0.0        1,146,492          2     573,246.0     573,246.0     339,871      806,621     330,042.1  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_e…
      0.0        1,059,036          1   1,059,036.0   1,059,036.0   1,059,036    1,059,036           0.0  CUDA_KERNEL  triton_poi_fused_convolution_leaky_relu_49                                                          
      0.0        1,058,556          1   1,058,556.0   1,058,556.0   1,058,556    1,058,556           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_48                                                                      
      0.0        1,027,260          2     513,630.0     513,630.0     512,990      514,270         905.1  CUDA_KERNEL  triton_red_fused_convolution_backward_4                                                             
      0.0        1,009,788          2     504,894.0     504,894.0     486,942      522,846      25,388.0  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize256x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
      0.0          940,125        319       2,947.1       2,944.0       2,656        3,648          91.6  CUDA_KERNEL  triton_per_fused_convolution_backward_44                                                            
      0.0          936,509        425       2,203.6       2,208.0       1,888        2,592          95.5  CUDA_KERNEL  triton_per_fused_convolution_backward_60                                                            
      0.0          919,900          3     306,633.3     287,839.0     260,735      371,326      57,641.2  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroups…
      0.0          888,014          3     296,004.7     165,768.0      23,512      698,734     355,952.8  CUDA_API     cudaGraphExecDestroy_v10000                                                                         
      0.0          839,613          2     419,806.5     419,806.5      53,792      785,821     517,622.7  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(T1::Params)              
      0.0          832,445          4     208,111.3     207,535.0     206,240      211,135       2,120.8  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroups…
      0.0          814,173          1     814,173.0     814,173.0     814,173      814,173           0.0  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_59                                                              
      0.0          799,837          2     399,918.5     399,918.5      36,160      763,677     514,432.2  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x6_nt_align4>(T1::Params)              
      0.0          752,989          3     250,996.3     267,839.0     210,367      274,783      35,356.9  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_32x3_nt_align4>(T1::Params)              
      0.0          694,482         73       9,513.5       7,191.0         450       59,973       9,860.3  CUDA_API     cudaMemsetAsync                                                                                     
      0.0          626,430         22      28,474.1      28,576.0      26,400       30,432       1,341.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          603,102          9      67,011.3      66,912.0      65,791       68,607       1,002.8  CUDA_KERNEL  triton_red_fused_convolution_backward_13                                                            
      0.0          597,566         22      27,162.1      31,072.0      14,272       36,031       8,338.2  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          580,990          1     580,990.0     580,990.0     580,990      580,990           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_pixel_unshuffle_9                                              
      0.0          561,214          6      93,535.7      94,911.5      86,624       95,296       3,397.7  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroup…
      0.0          556,414          1     556,414.0     556,414.0     556,414      556,414           0.0  CUDA_KERNEL  triton_poi_fused_cat_convolution_19                                                                 
      0.0          548,255         22      24,920.7      24,576.0      18,144       31,872       6,508.6  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          528,190          1     528,190.0     528,190.0     528,190      528,190           0.0  CUDA_KERNEL  triton_poi_fused_pixel_shuffle_45                                                                   
      0.0          512,605         22      23,300.2      23,199.5      22,784       24,608         472.1  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          475,999         22      21,636.3      21,584.0      21,088       22,368         323.6  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          461,406          1     461,406.0     461,406.0     461,406      461,406           0.0  CUDA_KERNEL  triton_poi_fused_cat_43                                                                             
      0.0          438,366          4     109,591.5     111,295.5      88,800      126,975      19,043.3  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x64x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
      0.0          410,782          1     410,782.0     410,782.0     410,782      410,782           0.0  CUDA_KERNEL  triton_poi_fused_pixel_shuffle_51                                                                   
      0.0          400,062          3     133,354.0     133,503.0     132,543      134,016         747.7  CUDA_KERNEL  triton_poi_fused_convolution_leaky_relu_42                                                          
      0.0          398,271          5      79,654.2      79,968.0      78,112       80,160         868.8  CUDA_KERNEL  triton_tem_fused_convolution_30                                                                     
      0.0          389,438          3     129,812.7     129,791.0     128,576      131,071       1,247.6  CUDA_KERNEL  triton_poi_fused_leaky_relu_20                                                                      
      0.0          387,517        287       1,350.2       1,344.0       1,088        2,048         171.4  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0          371,859          2     185,929.5     185,929.5     168,579      203,280      24,537.3  CUDA_API     cuModuleLoadData                                                                                    
      0.0          367,262          4      91,815.5      92,031.5      91,007       92,192         546.7  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0          345,566          1     345,566.0     345,566.0     345,566      345,566           0.0  CUDA_KERNEL  triton_poi_fused_add_leaky_relu_backward_49                                                         
      0.0          330,783          1     330,783.0     330,783.0     330,783      330,783           0.0  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.0          326,303          1     326,303.0     326,303.0     326,303      326,303           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_leaky_relu_backward_44                                                  
      0.0          325,502          4      81,375.5      81,711.5      79,808       82,271       1,170.6  CUDA_KERNEL  triton_tem_fused_convolution_35                                                                     
      0.0          324,830          1     324,830.0     324,830.0     324,830      324,830           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x4_nt_align4>(T1::Params)              
      0.0          301,375          1     301,375.0     301,375.0     301,375      301,375           0.0  CUDA_KERNEL  triton_poi_fused_clone_convolution_10                                                               
      0.0          281,407         48       5,862.6       2,640.0       2,432       77,248      14,888.5  MEMORY_OPER  [CUDA memcpy Device-to-Host]                                                                        
      0.0          280,638          5      56,127.6      56,191.0      55,744       56,512         341.9  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x128x32_warpgroupsize2x1x…
      0.0          268,767          1     268,767.0     268,767.0     268,767      268,767           0.0  CUDA_KERNEL  triton_tem_fused_convolution_18                                                                     
      0.0          263,391          1     263,391.0     263,391.0     263,391      263,391           0.0  CUDA_KERNEL  triton_tem_fused_convolution_11                                                                     
      0.0          262,623          1     262,623.0     262,623.0     262,623      262,623           0.0  CUDA_KERNEL  triton_poi_fused_convolution_leaky_relu_17                                                          
      0.0          255,519         85       3,006.1       2,432.0       1,792        5,504       1,252.2  CUDA_KERNEL  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0          222,719          1     222,719.0     222,719.0     222,719      222,719           0.0  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0          222,368          3      74,122.7      61,280.0      52,640      108,448      30,038.9  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x4_nn_align4>(T1::Params)             
      0.0          215,616          1     215,616.0     215,616.0     215,616      215,616           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          215,263          1     215,263.0     215,263.0     215,263      215,263           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          205,591         15      13,706.1       7,780.0       1,180       61,813      15,609.9  CUDA_API     cuLibraryGetKernel                                                                                  
      0.0          203,263          5      40,652.6      47,168.0      23,264       52,224      12,571.5  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x5_nt_align4>(T1::Params)             
      0.0          202,591         11      18,417.4      18,560.0      16,928       19,296         654.2  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          193,984         19      10,209.7      11,200.0       4,000       21,632       6,054.1  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          188,350         11      17,122.7      17,088.0      16,736       17,472         240.3  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          185,631          1     185,631.0     185,631.0     185,631      185,631           0.0  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x128x8_stage3_warpsize1x4x1_ffma_aligna4_alignc4_ex…
      0.0          184,281        305         604.2         580.0         280        2,000         259.8  CUDA_API     cudaStreamGetCaptureInfo_v2_v11030                                                                  
      0.0          159,839          1     159,839.0     159,839.0     159,839      159,839           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_15                                                             
      0.0          152,671          1     152,671.0     152,671.0     152,671      152,671           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_53                                                             
      0.0          136,223          1     136,223.0     136,223.0     136,223      136,223           0.0  CUDA_KERNEL  triton_red_fused_convolution_backward_56                                                            
      0.0          130,947          3      43,649.0      30,712.0       3,070       97,165      48,363.1  CUDA_API     cudaGraphDestroy_v10000                                                                             
      0.0          126,783          4      31,695.8      31,631.5      30,240       33,280       1,324.6  CUDA_KERNEL  void cudnn::cnn::reduce_wgrad_nchw_helper<float, float>(void *, const void *, T1, int, int)         
      0.0          124,416         11      11,310.5      11,360.0      10,688       11,680         270.2  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          118,943         11      10,813.0      10,815.0      10,464       11,232         223.3  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          116,736          2      58,368.0      58,368.0      46,816       69,920      16,337.0  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0          107,487          5      21,497.4      21,439.0      20,992       22,336         535.7  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_22                                                             
      0.0          105,984          1     105,984.0     105,984.0     105,984      105,984           0.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x256_32x4_nt_align4>(T1::Params)              
      0.0           95,967          2      47,983.5      47,983.5      37,792       58,175      14,413.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(T1::Params)             
      0.0           82,656         15       5,510.4       4,864.0       3,392        9,376       2,110.7  CUDA_KERNEL  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, floa…
      0.0           73,674          1      73,674.0      73,674.0      73,674       73,674           0.0  CUDA_API     cudaStreamDestroy                                                                                   
      0.0           72,288          2      36,144.0      36,144.0      28,544       43,744      10,748.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_32x3_nt_align1>(T1::Params)             
      0.0           70,623          1      70,623.0      70,623.0      70,623       70,623           0.0  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_pixel_unshuffle_19                                             
      0.0           70,015          1      70,015.0      70,015.0      70,015       70,015           0.0  CUDA_KERNEL  triton_poi_fused_cat_convolution_23                                                                 
      0.0           69,343          1      69,343.0      69,343.0      69,343       69,343           0.0  CUDA_KERNEL  triton_red_fused_convolution_backward_17                                                            
      0.0           68,672          1      68,672.0      68,672.0      68,672       68,672           0.0  CUDA_KERNEL  triton_red_fused_leaky_relu_mul_sum_51                                                              
      0.0           67,135          1      67,135.0      67,135.0      67,135       67,135           0.0  CUDA_KERNEL  triton_red_fused_leaky_relu_leaky_relu_backward_mul_sum_50                                          
      0.0           65,855          1      65,855.0      65,855.0      65,855       65,855           0.0  CUDA_KERNEL  triton_poi_fused_pixel_shuffle_39                                                                   
      0.0           63,904         44       1,452.4       1,120.0         736        8,000       1,285.7  MEMORY_OPER  [CUDA memset]                                                                                       
      0.0           60,352          6      10,058.7       9,968.0       9,728       10,720         363.5  CUDA_KERNEL  triton_poi_fused_leaky_relu_backward_29                                                             
