
NOTICE: Existing SQLite export found: gan_profile.sqlite
        It is assumed file was previously exported from: gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)    Category                                                 Operation                                              
      0.5       59,139,768         11   5,376,342.5   5,347,930.0   5,310,394    5,467,576      51,331.9  CUDA_KERNEL  void wgrad_alg0_engine<float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (bool)0, (int)512>(…
      0.4       57,685,921         11   5,244,174.6   5,253,627.0   5,214,843    5,256,602      17,697.3  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize256x64x8_stage3_warpsize2x2x1…
      0.4       53,357,025        121     440,967.1      55,775.0      11,808    2,379,087     691,893.9  CUDA_KERNEL  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.4       50,586,395        473     106,948.0      31,328.0      10,368      604,412     156,481.4  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.3       41,660,790          1  41,660,790.0  41,660,790.0  41,660,790   41,660,790           0.0  CUDA_API     cudaProfilerStop                                                                                    
      0.3       41,544,188         55     755,348.9     331,262.0     272,446    2,074,322     688,842.5  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_16x4_nt_align4>(T1::Params)              
      0.2       31,340,526         72     435,285.1     277,797.5      12,311    1,318,279     330,025.5  CUDA_API     cudaMalloc                                                                                          
      0.2       27,765,243         55     504,822.6     591,196.0     155,007      599,004     175,814.3  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x32_warpgroupsi…
      0.2       26,911,194      1,463      18,394.5       4,870.0       3,110   10,059,536     289,872.3  CUDA_API     cudaLaunchKernelExC_v11060                                                                          
      0.2       26,526,337        132     200,957.1      72,880.0       9,856      690,651     251,974.9  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.2       25,952,518         44     589,830.0     268,062.0     204,191    1,620,372     600,725.0  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4>(T1::Params)              
      0.2       23,034,076         11   2,094,006.9   2,093,105.0   2,089,009    2,107,793       5,065.5  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x32x32_warpgroupsize1x1x1…
      0.2       22,662,782         11   2,060,252.9   2,060,049.0   2,056,850    2,066,705       2,673.3  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x32_warpgroupsize1x1x1…
      0.2       22,462,273         11   2,042,024.8   2,045,714.0   2,030,545    2,046,705       6,962.5  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x32x8_stage3_warpsize2x2x1…
      0.2       21,949,922         11   1,995,447.5   1,990,705.0   1,983,569    2,013,041       9,923.7  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_s…
      0.2       21,847,974         55     397,235.9     166,591.0      37,791    1,276,535     460,533.3  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroups…
      0.2       21,637,891         22     983,540.5     977,401.0     312,446    1,680,500     683,277.0  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off_k…
      0.2       19,766,609         11   1,796,964.5   1,796,946.0   1,785,075    1,808,211       7,548.8  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_256x64_16x4_nhwc_unity_st…
      0.1       18,052,290        110     164,111.7      27,680.0      15,328      861,050     248,844.6  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.1       17,039,413          4   4,259,853.3   5,300,400.5     845,928    5,592,684   2,286,379.2  CUDA_API     cuLibraryLoadData                                                                                   
      0.1       14,700,291         35     420,008.3      44,512.0      18,601    1,960,649     648,320.9  CUDA_API     cuLibraryUnload                                                                                     
      0.1       13,914,623         55     252,993.1     291,038.0      95,551      295,646      78,603.2  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1x1…
      0.1       13,150,368         22     597,744.0     595,867.5     367,229      829,850     234,915.7  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4>(T1::Params)              
      0.1       13,075,617         44     297,173.1     297,133.5     292,862      304,126       2,725.2  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroupsize1x1x1…
      0.1       11,972,063          5   2,394,412.6   2,594,117.0   2,048,123    2,605,418     283,004.8  CUDA_API     cudaGetDeviceProperties_v2_v12000                                                                   
      0.1        9,701,658        154      62,997.8      66,271.0      29,760       97,280      22,309.3  CUDA_KERNEL  void cudnn::cnn::reduce_wgrad_nchw_helper<float, float>(void *, const void *, T1, int, int)         
      0.1        9,278,014         11     843,455.8     843,450.0     841,818      845,562       1,089.1  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.1        9,184,480         44     208,738.2     208,478.0     205,695      212,030       1,777.6  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x64x32_warpgroups…
      0.1        8,790,878         33     266,390.2     189,855.0      24,064      585,596     238,625.3  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
      0.1        7,455,051         22     338,866.0     337,341.5     330,366      351,197       6,821.9  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage5_warpsize2x…
      0.1        6,803,410         99      68,721.3      94,112.0      34,144       96,031      29,526.7  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroup…
      0.0        6,458,354         11     587,123.1     586,972.0     586,075      588,700         748.5  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
      0.0        6,077,269         22     276,239.5     277,181.5     241,598      309,278      31,716.2  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x64x32_warpgroupsize1x1x1_execute_segment_k_off_ke…
      0.0        5,726,963        862       6,643.8       5,595.0       2,310       79,644       4,766.9  CUDA_API     cudaMemsetAsync                                                                                     
      0.0        5,579,030        110      50,718.5      44,400.0      28,320       74,496      13,466.0  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0        5,569,605        275      20,253.1       1,060.0         340    4,518,465     272,689.3  CUDA_API     cuKernelGetFunction                                                                                 
      0.0        4,838,912         88      54,987.6      12,480.0       5,312      266,494      84,718.3  CUDA_KERNEL  void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0        4,746,904         33     143,845.6     145,310.0      99,711      186,078      34,546.7  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.0        4,395,617         11     399,601.5     399,485.0     398,557      400,829         721.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorItera…
      0.0        4,377,056         11     397,914.2     397,885.0     397,277      398,525         405.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<ch…
      0.0        4,086,501         44      92,875.0      92,943.0      91,071       95,008         740.7  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0        3,935,716         11     357,792.4     358,333.0     355,774      359,581       1,265.2  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x256x32_warpgroupsize1x1x1_execute_segment_k_off_k…
      0.0        3,922,115         11     356,555.9     356,509.0     356,446      357,021         159.4  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        3,280,906         11     298,264.2     298,110.0     297,406      299,518         699.4  CUDA_KERNEL  sm90_xmma_gemm_f32f32_tf32f32_f32_nt_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_…
      0.0        3,101,096         55      56,383.6      56,416.0      55,712       56,959         367.2  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x128x32_warpgroupsize2x1x…
      0.0        2,737,903         55      49,780.1      48,576.0      24,448       75,200      17,715.9  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2…
      0.0        2,625,710         33      79,567.0      64,832.0      60,767      113,439      23,822.2  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nt_align4>(T1::Params)              
      0.0        2,507,900        275       9,119.6       8,120.0       4,680       35,431       3,878.8  CUDA_API     cuLaunchKernel                                                                                      
      0.0        2,476,174         11     225,106.7     224,702.0     222,974      227,455       1,587.8  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0        2,404,367         11     218,578.8     218,366.0     218,079      219,807         607.7  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl…
      0.0        2,233,221          1   2,233,221.0   2,233,221.0   2,233,221    2,233,221           0.0  CUDA_API     cudaStreamCreate                                                                                    
      0.0        1,855,347         33      56,222.6      49,599.0      47,808       72,032      10,414.2  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(T1::Params)              
      0.0        1,663,093         11     151,190.3     151,327.0     149,695      152,159         750.3  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4>(T1::Params)             
      0.0        1,637,909         11     148,900.8     149,247.0     147,423      149,919         774.5  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x4_nn_align4>(T1::Params)             
      0.0        1,549,820         32      48,431.9       7,605.0       5,180      273,702      82,747.8  CUDA_API     cudaStreamCreateWithFlags                                                                           
      0.0        1,547,670          3     515,890.0      46,132.0      23,771    1,477,767     833,084.9  CUDA_API     cudaHostAlloc                                                                                       
      0.0        1,493,428        862       1,732.5       1,216.0         704        9,792       1,570.1  MEMORY_OPER  [CUDA memset]                                                                                       
      0.0        1,290,645         22      58,665.7      58,671.0      46,175       71,327      12,184.8  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0        1,284,887         44      29,202.0      28,783.5      23,264       35,103       4,374.0  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.0        1,048,793        209       5,018.1       5,120.0       3,296        7,168         751.1  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          985,049         11      89,549.9      89,632.0      88,991       90,015         387.1  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_war…
      0.0          928,601         11      84,418.3      84,511.0      82,367       86,207       1,041.4  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::conv::kernel::ImplicitGemmConvolution<cutlass__5x…
      0.0          840,570         11      76,415.5      76,479.0      75,487       76,928         512.7  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x256_16x4_nt_align4>(T1::Params)              
      0.0          711,741         11      64,703.7      64,703.0      64,287       65,120         288.9  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(T1::Params)               
      0.0          663,579         11      60,325.4      60,320.0      59,039       61,279         722.7  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroups…
      0.0          647,323         22      29,423.8      33,424.0      18,144       37,024       6,973.9  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          641,243         22      29,147.4      29,599.5      23,552       35,808       4,189.8  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x128x32_warpgroupsize1x1x1…
      0.0          625,051         22      28,411.4      28,479.5      26,303       30,208       1,109.7  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          540,987         22      24,590.3      24,527.5      17,631       31,711       6,633.9  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          509,179         22      23,144.5      23,008.0      22,720       24,192         378.3  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          497,150         44      11,298.9      11,632.0       9,152       12,768         944.9  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroup…
      0.0          480,093         22      21,822.4      21,680.0      20,896       23,008         465.4  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          452,635         11      41,148.6      41,120.0      40,767       41,568         240.3  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_w…
      0.0          405,339          2     202,669.5     202,669.5     175,928      229,411      37,818.2  CUDA_API     cuModuleLoadData                                                                                    
      0.0          393,115         55       7,147.5       7,136.0       6,368        7,488         172.8  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x32_warpgroupsi…
      0.0          387,867        287       1,351.5       1,344.0       1,088        2,016         166.5  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0          384,987        110       3,499.9       3,456.0       3,072        4,064         308.5  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          312,833      1,257         248.9         210.0          70        5,591         260.4  CUDA_API     cuGetProcAddress_v2                                                                                 
      0.0          285,019         48       5,937.9       2,656.0       2,432       81,279      15,204.3  MEMORY_OPER  [CUDA memcpy Device-to-Host]                                                                        
      0.0          267,548         44       6,080.6       4,720.0       2,144       12,960       4,045.8  CUDA_KERNEL  void cutlass__5x_cudnn::Kernel<cutlass__5x_cudnn::reduction::kernel::ReduceSplitK<cutlass__5x_cudnn…
      0.0          263,985        251       1,051.7         600.0         249       28,101       2,051.7  CUDA_API     cudaStreamIsCapturing_v10000                                                                        
      0.0          256,735         22      11,669.8      11,648.0       8,512       14,816       3,029.5  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x32x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_ex…
      0.0          254,940         85       2,999.3       2,432.0       1,760        5,472       1,248.3  CUDA_KERNEL  void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::nat…
      0.0          222,240         11      20,203.6      19,904.0      19,168       21,632         769.9  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.0          215,390          1     215,390.0     215,390.0     215,390      215,390           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          210,046          1     210,046.0     210,046.0     210,046      210,046           0.0  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
      0.0          196,157         44       4,458.1       4,352.0       3,360        5,184         352.7  CUDA_KERNEL  void cask_plugin__5x_cudnn::xmma__5x_cudnn::init_device_workspace_kernel<xmma__5x_cudnn::implicit_g…
      0.0          189,215         11      17,201.4      17,248.0      16,928       17,440         178.4  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          172,478         44       3,920.0       3,904.0       3,680        5,408         263.6  CUDA_KERNEL  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4>(T1::Params)               
      0.0          155,985         14      11,141.8       7,265.0       1,250       54,352      14,519.0  CUDA_API     cuLibraryGetKernel                                                                                  
      0.0          124,703         11      11,336.6      11,264.0      10,752       12,064         446.2  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0          121,856         11      11,077.8      11,008.0      10,624       11,872         425.4  CUDA_KERNEL  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.0           93,395          1      93,395.0      93,395.0      93,395       93,395           0.0  CUDA_API     cudaStreamDestroy                                                                                   
      0.0           90,464         11       8,224.0       8,256.0       7,328        8,672         362.6  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_warpgroups…
      0.0           78,848         11       7,168.0       7,168.0       6,976        7,360         145.2  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize32x32x8_stage3_warpsize1x2x1_ffma_aligna4_alignc4_exe…
      0.0           62,399         11       5,672.6       5,664.0       5,536        5,824          97.1  CUDA_KERNEL  sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize64x32x8_stage3_warpsize1x2x1_ffma_aligna4_alignc4_exe…
      0.0           59,232         33       1,794.9       1,792.0       1,472        2,112         214.9  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
      0.0           34,880         11       3,170.9       3,232.0       2,848        3,392         185.7  CUDA_KERNEL  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps…
      0.0           29,216         11       2,656.0       2,624.0       2,560        2,848          79.7  CUDA_KERNEL  void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(…
      0.0           24,864         11       2,260.4       2,272.0       2,144        2,368          67.5  CUDA_KERNEL  void at::native::lpnorm_cleanup<float, (at::native::NormType)1, float, float>(const T4 *, at::nativ…
      0.0           20,128         11       1,829.8       1,760.0       1,728        2,112         120.4  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso…
      0.0           18,921         35         540.6         380.0         350        3,640         609.4  CUDA_API     cudaOccupancyMaxActiveClusters_v11070                                                               
      0.0           17,984         11       1,634.9       1,664.0       1,472        1,824         114.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, st…
      0.0           17,792         11       1,617.5       1,632.0       1,472        1,696          77.5  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a…
      0.0           15,960          2       7,980.0       7,980.0       2,670       13,290       7,509.5  CUDA_API     cudaFree                                                                                            
      0.0           15,163          4       3,790.8       2,801.0       1,891        7,670       2,640.8  CUDA_API     cuInit                                                                                              
      0.0           13,080          2       6,540.0       6,540.0       2,280       10,800       6,024.5  CUDA_API     cudaEventCreateWithFlags                                                                            
      0.0            9,340         20         467.0         255.0         230        2,770         617.2  CUDA_API     cuOccupancyMaxActiveClusters                                                                        
      0.0            7,510          1       7,510.0       7,510.0       7,510        7,510           0.0  CUDA_API     cudaProfilerStart                                                                                   
      0.0            4,430          2       2,215.0       2,215.0       2,100        2,330         162.6  CUDA_API     cudaOccupancyAvailableDynamicSMemPerBlock_v10200                                                    
      0.0            1,899          2         949.5         949.5         809        1,090         198.7  CUDA_API     cuOccupancyAvailableDynamicSMemPerBlock                                                             
      0.0            1,610          4         402.5         270.0         160          910         348.5  CUDA_API     cuModuleGetLoadingMode                                                                              
      0.0            1,030          2         515.0         515.0         290          740         318.2  CUDA_API     cudaGetDriverEntryPoint_v11030                                                                      

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------------------------------------------------------------------------------------
      8.2      118,477,802        550    215,414.2     23,823.5      2,368  1,382,901    362,592.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      7.3      105,968,262        418    253,512.6     21,423.5      2,496  1,272,055    424,587.3  void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKern…
      6.0       87,189,396         33  2,642,102.9  1,555,925.0    414,621  5,976,116  2,419,274.6  sm80_xmma_wgrad_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_war…
      5.8       83,354,696        352    236,803.1     23,520.0      2,016  1,560,724    450,844.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_backward_k…
      5.3       76,878,621        748    102,778.9     13,552.0      2,272  1,070,681    257,146.8  void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, (bool)1, (bool)0, (cudnnKern…
      5.2       75,349,093      1,287     58,546.3     16,256.0      2,847  1,258,327    166,144.2  void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKern…
      4.9       70,937,891        176    403,056.2    188,367.0      3,168  1,512,052    412,886.1  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      4.7       67,764,800        462    146,677.1     10,799.5      1,536  1,067,289    281,656.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at:…
      4.5       65,066,381         11  5,915,125.5  5,914,710.0  5,800,983  6,015,509     57,991.6  sm80_xmma_wgrad_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize16x64x64_st…
      4.1       59,139,768         11  5,376,342.5  5,347,930.0  5,310,394  5,467,576     51,331.9  void wgrad_alg0_engine<float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (bool)0, (int)512>(…
